Source IS,Target IS,Tenders Citing Source,Tenders Citing Target,Co-citation Count,Confidence,Lift,Evidence Statement
IS 10418,IS 8130,27,56,27,1.0,21.643,Cited alongside IS 10418 in 27 of 27 comparable tenders
IS 651,IS 13592,24,39,24,1.0,31.077,Cited alongside IS 651 in 24 of 24 comparable tenders
IS 651,IS 694,24,120,24,1.0,10.1,Cited alongside IS 651 in 24 of 24 comparable tenders
IS 651,IS 774,24,24,24,1.0,50.5,Cited alongside IS 651 in 24 of 24 comparable tenders
IS 774,IS 13592,24,39,24,1.0,31.077,Cited alongside IS 774 in 24 of 24 comparable tenders
IS 774,IS 651,24,24,24,1.0,50.5,Cited alongside IS 774 in 24 of 24 comparable tenders
IS 774,IS 694,24,120,24,1.0,10.1,Cited alongside IS 774 in 24 of 24 comparable tenders
IS 14443,IS 14246,23,33,23,1.0,36.727,Cited alongside IS 14443 in 23 of 23 comparable tenders
IS 1852,IS 2062,22,159,22,1.0,7.623,Cited alongside IS 1852 in 22 of 22 comparable tenders
IS 7231,IS 13592,22,39,22,1.0,31.077,Cited alongside IS 7231 in 22 of 22 comparable tenders
IS 7231,IS 3564,22,24,22,1.0,50.5,Cited alongside IS 7231 in 22 of 22 comparable tenders
IS 7231,IS 428,22,23,22,1.0,52.696,Cited alongside IS 7231 in 22 of 22 comparable tenders
IS 7231,IS 651,22,24,22,1.0,50.5,Cited alongside IS 7231 in 22 of 22 comparable tenders
IS 7231,IS 694,22,120,22,1.0,10.1,Cited alongside IS 7231 in 22 of 22 comparable tenders
IS 7231,IS 774,22,24,22,1.0,50.5,Cited alongside IS 7231 in 22 of 22 comparable tenders
IS 13983,IS 13592,22,39,22,1.0,31.077,Cited alongside IS 13983 in 22 of 22 comparable tenders
IS 6994,IS 2925,21,27,21,1.0,44.889,Cited alongside IS 6994 in 21 of 21 comparable tenders
IS 6994,IS 3521,21,23,21,1.0,52.696,Cited alongside IS 6994 in 21 of 21 comparable tenders
IS 2923,IS 1231,21,33,21,1.0,36.727,Cited alongside IS 2923 in 21 of 21 comparable tenders
IS 2923,IS 12701,21,29,21,1.0,41.793,Cited alongside IS 2923 in 21 of 21 comparable tenders
IS 2923,IS 13489,21,23,21,1.0,52.696,Cited alongside IS 2923 in 21 of 21 comparable tenders
IS 2923,IS 13592,21,39,21,1.0,31.077,Cited alongside IS 2923 in 21 of 21 comparable tenders
IS 2923,IS 13983,21,22,21,1.0,55.091,Cited alongside IS 2923 in 21 of 21 comparable tenders
IS 2923,IS 14246,21,33,21,1.0,36.727,Cited alongside IS 2923 in 21 of 21 comparable tenders
IS 2923,IS 303,21,33,21,1.0,36.727,Cited alongside IS 2923 in 21 of 21 comparable tenders
IS 2923,IS 3564,21,24,21,1.0,50.5,Cited alongside IS 2923 in 21 of 21 comparable tenders
IS 2923,IS 373,21,21,21,1.0,57.714,Cited alongside IS 2923 in 21 of 21 comparable tenders
IS 2923,IS 428,21,23,21,1.0,52.696,Cited alongside IS 2923 in 21 of 21 comparable tenders
IS 2923,IS 651,21,24,21,1.0,50.5,Cited alongside IS 2923 in 21 of 21 comparable tenders
IS 2923,IS 694,21,120,21,1.0,10.1,Cited alongside IS 2923 in 21 of 21 comparable tenders
IS 2923,IS 7231,21,22,21,1.0,55.091,Cited alongside IS 2923 in 21 of 21 comparable tenders
IS 2923,IS 774,21,24,21,1.0,50.5,Cited alongside IS 2923 in 21 of 21 comparable tenders
IS 2923,IS 8034,21,27,21,1.0,44.889,Cited alongside IS 2923 in 21 of 21 comparable tenders
IS 2923,IS 9001,21,22,21,1.0,55.091,Cited alongside IS 2923 in 21 of 21 comparable tenders
IS 2923,IS 9537,21,37,21,1.0,32.757,Cited alongside IS 2923 in 21 of 21 comparable tenders
IS 373,IS 1231,21,33,21,1.0,36.727,Cited alongside IS 373 in 21 of 21 comparable tenders
IS 373,IS 12701,21,29,21,1.0,41.793,Cited alongside IS 373 in 21 of 21 comparable tenders
IS 373,IS 13489,21,23,21,1.0,52.696,Cited alongside IS 373 in 21 of 21 comparable tenders
IS 373,IS 13592,21,39,21,1.0,31.077,Cited alongside IS 373 in 21 of 21 comparable tenders
IS 373,IS 13983,21,22,21,1.0,55.091,Cited alongside IS 373 in 21 of 21 comparable tenders
IS 373,IS 14246,21,33,21,1.0,36.727,Cited alongside IS 373 in 21 of 21 comparable tenders
IS 373,IS 2923,21,21,21,1.0,57.714,Cited alongside IS 373 in 21 of 21 comparable tenders
IS 373,IS 303,21,33,21,1.0,36.727,Cited alongside IS 373 in 21 of 21 comparable tenders
IS 373,IS 3564,21,24,21,1.0,50.5,Cited alongside IS 373 in 21 of 21 comparable tenders
IS 373,IS 428,21,23,21,1.0,52.696,Cited alongside IS 373 in 21 of 21 comparable tenders
IS 373,IS 651,21,24,21,1.0,50.5,Cited alongside IS 373 in 21 of 21 comparable tenders
IS 373,IS 694,21,120,21,1.0,10.1,Cited alongside IS 373 in 21 of 21 comparable tenders
IS 373,IS 7231,21,22,21,1.0,55.091,Cited alongside IS 373 in 21 of 21 comparable tenders
IS 373,IS 774,21,24,21,1.0,50.5,Cited alongside IS 373 in 21 of 21 comparable tenders
IS 373,IS 8034,21,27,21,1.0,44.889,Cited alongside IS 373 in 21 of 21 comparable tenders
IS 373,IS 9001,21,22,21,1.0,55.091,Cited alongside IS 373 in 21 of 21 comparable tenders
IS 373,IS 9537,21,37,21,1.0,32.757,Cited alongside IS 373 in 21 of 21 comparable tenders
IS 2099,IS 2026,20,26,20,1.0,46.615,Cited alongside IS 2099 in 20 of 20 comparable tenders
IS 1235,IS 1231,19,33,19,1.0,36.727,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 12701,19,29,19,1.0,41.793,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 13489,19,23,19,1.0,52.696,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 13592,19,39,19,1.0,31.077,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 13983,19,22,19,1.0,55.091,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 14246,19,33,19,1.0,36.727,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 14443,19,23,19,1.0,52.696,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 2062,19,159,19,1.0,7.623,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 2209,19,19,19,1.0,63.789,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 277,19,54,19,1.0,22.444,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 2923,19,21,19,1.0,57.714,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 303,19,33,19,1.0,36.727,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 3564,19,24,19,1.0,50.5,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 373,19,21,19,1.0,57.714,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 428,19,23,19,1.0,52.696,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 651,19,24,19,1.0,50.5,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 694,19,120,19,1.0,10.1,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 7231,19,22,19,1.0,55.091,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 774,19,24,19,1.0,50.5,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 8034,19,27,19,1.0,44.889,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 8112,19,33,19,1.0,36.727,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 9001,19,22,19,1.0,55.091,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 1235,IS 9537,19,37,19,1.0,32.757,Cited alongside IS 1235 in 19 of 19 comparable tenders
IS 2209,IS 1231,19,33,19,1.0,36.727,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 1235,19,19,19,1.0,63.789,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 12701,19,29,19,1.0,41.793,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 13489,19,23,19,1.0,52.696,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 13592,19,39,19,1.0,31.077,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 13983,19,22,19,1.0,55.091,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 14246,19,33,19,1.0,36.727,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 14443,19,23,19,1.0,52.696,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 2062,19,159,19,1.0,7.623,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 277,19,54,19,1.0,22.444,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 2923,19,21,19,1.0,57.714,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 303,19,33,19,1.0,36.727,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 3564,19,24,19,1.0,50.5,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 373,19,21,19,1.0,57.714,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 428,19,23,19,1.0,52.696,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 651,19,24,19,1.0,50.5,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 694,19,120,19,1.0,10.1,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 7231,19,22,19,1.0,55.091,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 774,19,24,19,1.0,50.5,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 8034,19,27,19,1.0,44.889,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 8112,19,33,19,1.0,36.727,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 9001,19,22,19,1.0,55.091,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 2209,IS 9537,19,37,19,1.0,32.757,Cited alongside IS 2209 in 19 of 19 comparable tenders
IS 11006,IS 11226,18,18,18,1.0,67.333,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 1989,18,18,18,1.0,67.333,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 2925,18,27,18,1.0,44.889,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 3224,18,27,18,1.0,44.889,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 3521,18,23,18,1.0,52.696,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 3696,18,25,18,1.0,48.48,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 4014,18,22,18,1.0,55.091,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 4077,18,18,18,1.0,67.333,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 4379,18,21,18,1.0,57.714,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 47701,18,18,18,1.0,67.333,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 5557,18,19,18,1.0,63.789,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 5894,18,18,18,1.0,67.333,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 5983,18,20,18,1.0,60.6,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 6016,18,18,18,1.0,67.333,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 6519,18,18,18,1.0,67.333,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 6901,18,19,18,1.0,63.789,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 6994,18,21,18,1.0,57.714,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 8016,18,18,18,1.0,67.333,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 8737,18,18,18,1.0,67.333,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 9167,18,18,18,1.0,67.333,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11006,IS 9954 (1981),18,18,18,1.0,67.333,Cited alongside IS 11006 in 18 of 18 comparable tenders
IS 11226,IS 11006,18,18,18,1.0,67.333,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 1989,18,18,18,1.0,67.333,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 2925,18,27,18,1.0,44.889,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 3224,18,27,18,1.0,44.889,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 3521,18,23,18,1.0,52.696,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 3696,18,25,18,1.0,48.48,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 4014,18,22,18,1.0,55.091,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 4077,18,18,18,1.0,67.333,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 4379,18,21,18,1.0,57.714,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 47701,18,18,18,1.0,67.333,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 5557,18,19,18,1.0,63.789,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 5894,18,18,18,1.0,67.333,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 5983,18,20,18,1.0,60.6,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 6016,18,18,18,1.0,67.333,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 6519,18,18,18,1.0,67.333,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 6901,18,19,18,1.0,63.789,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 6994,18,21,18,1.0,57.714,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 8016,18,18,18,1.0,67.333,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 8737,18,18,18,1.0,67.333,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 9167,18,18,18,1.0,67.333,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 11226,IS 9954 (1981),18,18,18,1.0,67.333,Cited alongside IS 11226 in 18 of 18 comparable tenders
IS 1989,IS 11006,18,18,18,1.0,67.333,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 11226,18,18,18,1.0,67.333,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 2925,18,27,18,1.0,44.889,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 3224,18,27,18,1.0,44.889,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 3521,18,23,18,1.0,52.696,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 3696,18,25,18,1.0,48.48,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 4014,18,22,18,1.0,55.091,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 4077,18,18,18,1.0,67.333,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 4379,18,21,18,1.0,57.714,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 47701,18,18,18,1.0,67.333,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 5557,18,19,18,1.0,63.789,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 5894,18,18,18,1.0,67.333,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 5983,18,20,18,1.0,60.6,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 6016,18,18,18,1.0,67.333,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 6519,18,18,18,1.0,67.333,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 6901,18,19,18,1.0,63.789,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 6994,18,21,18,1.0,57.714,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 8016,18,18,18,1.0,67.333,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 8737,18,18,18,1.0,67.333,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 9167,18,18,18,1.0,67.333,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 1989,IS 9954 (1981),18,18,18,1.0,67.333,Cited alongside IS 1989 in 18 of 18 comparable tenders
IS 4077,IS 11006,18,18,18,1.0,67.333,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 11226,18,18,18,1.0,67.333,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 1989,18,18,18,1.0,67.333,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 2925,18,27,18,1.0,44.889,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 3224,18,27,18,1.0,44.889,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 3521,18,23,18,1.0,52.696,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 3696,18,25,18,1.0,48.48,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 4014,18,22,18,1.0,55.091,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 4379,18,21,18,1.0,57.714,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 47701,18,18,18,1.0,67.333,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 5557,18,19,18,1.0,63.789,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 5894,18,18,18,1.0,67.333,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 5983,18,20,18,1.0,60.6,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 6016,18,18,18,1.0,67.333,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 6519,18,18,18,1.0,67.333,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 6901,18,19,18,1.0,63.789,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 6994,18,21,18,1.0,57.714,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 8016,18,18,18,1.0,67.333,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 8737,18,18,18,1.0,67.333,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 9167,18,18,18,1.0,67.333,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 4077,IS 9954 (1981),18,18,18,1.0,67.333,Cited alongside IS 4077 in 18 of 18 comparable tenders
IS 47701,IS 11006,18,18,18,1.0,67.333,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 11226,18,18,18,1.0,67.333,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 1989,18,18,18,1.0,67.333,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 2925,18,27,18,1.0,44.889,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 3224,18,27,18,1.0,44.889,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 3521,18,23,18,1.0,52.696,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 3696,18,25,18,1.0,48.48,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 4014,18,22,18,1.0,55.091,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 4077,18,18,18,1.0,67.333,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 4379,18,21,18,1.0,57.714,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 5557,18,19,18,1.0,63.789,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 5894,18,18,18,1.0,67.333,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 5983,18,20,18,1.0,60.6,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 6016,18,18,18,1.0,67.333,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 6519,18,18,18,1.0,67.333,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 6901,18,19,18,1.0,63.789,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 6994,18,21,18,1.0,57.714,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 8016,18,18,18,1.0,67.333,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 8737,18,18,18,1.0,67.333,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 9167,18,18,18,1.0,67.333,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 47701,IS 9954 (1981),18,18,18,1.0,67.333,Cited alongside IS 47701 in 18 of 18 comparable tenders
IS 5894,IS 11006,18,18,18,1.0,67.333,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 11226,18,18,18,1.0,67.333,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 1989,18,18,18,1.0,67.333,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 2925,18,27,18,1.0,44.889,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 3224,18,27,18,1.0,44.889,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 3521,18,23,18,1.0,52.696,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 3696,18,25,18,1.0,48.48,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 4014,18,22,18,1.0,55.091,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 4077,18,18,18,1.0,67.333,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 4379,18,21,18,1.0,57.714,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 47701,18,18,18,1.0,67.333,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 5557,18,19,18,1.0,63.789,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 5983,18,20,18,1.0,60.6,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 6016,18,18,18,1.0,67.333,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 6519,18,18,18,1.0,67.333,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 6901,18,19,18,1.0,63.789,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 6994,18,21,18,1.0,57.714,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 8016,18,18,18,1.0,67.333,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 8737,18,18,18,1.0,67.333,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 9167,18,18,18,1.0,67.333,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 5894,IS 9954 (1981),18,18,18,1.0,67.333,Cited alongside IS 5894 in 18 of 18 comparable tenders
IS 6016,IS 11006,18,18,18,1.0,67.333,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 11226,18,18,18,1.0,67.333,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 1989,18,18,18,1.0,67.333,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 2925,18,27,18,1.0,44.889,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 3224,18,27,18,1.0,44.889,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 3521,18,23,18,1.0,52.696,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 3696,18,25,18,1.0,48.48,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 4014,18,22,18,1.0,55.091,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 4077,18,18,18,1.0,67.333,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 4379,18,21,18,1.0,57.714,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 47701,18,18,18,1.0,67.333,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 5557,18,19,18,1.0,63.789,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 5894,18,18,18,1.0,67.333,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 5983,18,20,18,1.0,60.6,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 6519,18,18,18,1.0,67.333,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 6901,18,19,18,1.0,63.789,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 6994,18,21,18,1.0,57.714,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 8016,18,18,18,1.0,67.333,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 8737,18,18,18,1.0,67.333,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 9167,18,18,18,1.0,67.333,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6016,IS 9954 (1981),18,18,18,1.0,67.333,Cited alongside IS 6016 in 18 of 18 comparable tenders
IS 6519,IS 11006,18,18,18,1.0,67.333,Cited alongside IS 6519 in 18 of 18 comparable tenders
IS 6519,IS 11226,18,18,18,1.0,67.333,Cited alongside IS 6519 in 18 of 18 comparable tenders
IS 6519,IS 1989,18,18,18,1.0,67.333,Cited alongside IS 6519 in 18 of 18 comparable tenders
IS 6519,IS 2925,18,27,18,1.0,44.889,Cited alongside IS 6519 in 18 of 18 comparable tenders
IS 6519,IS 3224,18,27,18,1.0,44.889,Cited alongside IS 6519 in 18 of 18 comparable tenders
IS 6519,IS 3521,18,23,18,1.0,52.696,Cited alongside IS 6519 in 18 of 18 comparable tenders
IS 6519,IS 3696,18,25,18,1.0,48.48,Cited alongside IS 6519 in 18 of 18 comparable tenders
IS 6519,IS 4014,18,22,18,1.0,55.091,Cited alongside IS 6519 in 18 of 18 comparable tenders
IS 6519,IS 4077,18,18,18,1.0,67.333,Cited alongside IS 6519 in 18 of 18 comparable tenders
IS 6519,IS 4379,18,21,18,1.0,57.714,Cited alongside IS 6519 in 18 of 18 comparable tenders
IS 6519,IS 47701,18,18,18,1.0,67.333,Cited alongside IS 6519 in 18 of 18 comparable tenders
IS 6519,IS 5557,18,19,18,1.0,63.789,Cited alongside IS 6519 in 18 of 18 comparable tenders
IS 6519,IS 5894,18,18,18,1.0,67.333,Cited alongside IS 6519 in 18 of 18 comparable tenders
IS 6519,IS 5983,18,20,18,1.0,60.6,Cited alongside IS 6519 in 18 of 18 comparable tenders
IS 6519,IS 6016,18,18,18,1.0,67.333,Cited alongside IS 6519 in 18 of 18 comparable tenders
IS 6519,IS 6901,18,19,18,1.0,63.789,Cited alongside IS 6519 in 18 of 18 comparable tenders
IS 6519,IS 6994,18,21,18,1.0,57.714,Cited alongside IS 6519 in 18 of 18 comparable tenders
IS 6519,IS 8016,18,18,18,1.0,67.333,Cited alongside IS 6519 in 18 of 18 comparable tenders
