Tender ID,GeM Bid Id,Product Family,IS Numbers Cited,Count,Outdated Citations,Any Outdated,Unmatched Citations,Usability,OCR Pages,OCR Characters,OCR Dropped
GEM/2025/B/6550258,8199327.0,Unclassified,,0,,Not checked,,Read by OCR,1,1229,
GEM/2025/B/6551242,8200430.0,Unclassified,,0,,Not checked,,Read by OCR,1,276,
GEM/2025/B/6551321,8200516.0,Unclassified,,0,,Not checked,,Not extractable,1,72,
GEM/2025/B/6544371,8192758.0,MTD — Metallurgical Engineering Department,IS 2102; IS 2553; IS 1780; IS 18; IS 291; IS 410; IS 319; IS 2062; IS 2082,9,IS 2553 (Superseded),Yes,,Read by OCR,28,35595,IS 15
GEM/2025/B/6551888,8201141.0,Unclassified,,0,,Not checked,,Read by OCR,2,6821,
GEM/2025/B/6554193,8203792.0,Unclassified,,0,,Not checked,,Read by OCR,1,600,
GEM/2025/B/6553964,8203518.0,Unclassified,,0,,Not checked,,Read by OCR,4,4111,
GEM/2025/B/6554185,8203784.0,Unclassified,,0,,Not checked,,Read by OCR,2,4967,
GEM/2025/B/6555539,8205317.0,Unclassified,,0,,Not checked,,Not extractable,1,189,
GEM/2025/B/6554739,8204410.0,Unclassified,,0,,Not checked,,Read by OCR,2,2211,
GEM/2025/B/6555908,8205728.0,Unclassified,,0,,Not checked,,Not extractable,1,182,
GEM/2025/B/6554957,8204667.0,Unclassified,,0,,Not checked,,Read by OCR,8,728,
GEM/2025/B/6555970,8205803.0,MTD — Metallurgical Engineering Department,IS 3748; IS 2102 (MEDIUM CLASS),2,,No,,Read by OCR,4,2853,
GEM/2025/B/6556276,8206143.0,Unclassified,,0,,Not checked,,Read by OCR,1,725,
GEM/2025/B/6556739,8206657.0,MTD — Metallurgical Engineering Department,IS 5517,1,,No,,Read by OCR,2,1691,
GEM/2025/B/6557233,8207318.0,Unclassified,,0,,Not checked,,Read by OCR,1,947,
GEM/2025/B/6547423,8196142.0,Unclassified,,0,,Not checked,,Read by OCR,25,58666,
GEM/2025/B/6557465,8207601.0,Unclassified,,0,,Not checked,,Read by OCR,4,9086,
GEM/2025/B/6555991,8205827.0,Unclassified,,0,,Not checked,,Read by OCR,9,16342,
GEM/2025/B/6560065,8210628.0,Unclassified,,0,,Not checked,,Not extractable,1,43,
GEM/2025/B/6558522,8208889.0,Unclassified,,0,,Not checked,,Read by OCR,4,5064,
GEM/2025/B/6560080,8210644.0,Unclassified,,0,,Not checked,,Read by OCR,1,1667,
GEM/2025/B/6556972,8206987.0,Unclassified,,0,,Not checked,,Read by OCR,8,12227,
GEM/2025/B/6558645,8209035.0,Unclassified,,0,,Not checked,,Read by OCR,2,1669,
GEM/2025/B/6560575,8211199.0,Unclassified,,0,,Not checked,,Read by OCR,2,3844,
GEM/2025/B/6560394,8210999.0,Unclassified,,0,,Not checked,,Read by OCR,2,3141,
GEM/2025/B/6561663,8212479.0,Unclassified,,0,,Not checked,,Read by OCR,4,1630,
GEM/2025/B/6564124,8215204.0,Unclassified,,0,,Not checked,,Read by OCR,1,1890,
GEM/2025/B/6563430,8214454.0,Unclassified,,0,,Not checked,,Read by OCR,6,16034,
GEM/2025/B/6564678,8215833.0,Unclassified,,0,,Not checked,,Read by OCR,1,835,
GEM/2025/B/6565597,8216876.0,Unclassified,,0,,Not checked,,Read by OCR,1,616,
GEM/2025/B/6566183,8217513.0,Unclassified,,0,,Not checked,,Not extractable,1,126,
GEM/2025/B/6560623,8211253.0,Unclassified,,0,,Not checked,,Read by OCR,12,25891,
GEM/2025/B/6566719,8218121.0,Unclassified,,0,,Not checked,,Read by OCR,2,3947,
GEM/2025/B/6563882,8214940.0,Unclassified,,0,,Not checked,,Read by OCR,20,16784,
GEM/2025/B/6571333,8223258.0,Unclassified,,0,,Not checked,,Read by OCR,1,330,
GEM/2025/B/6570496,8222321.0,PGD — Production And General Engineering Department,IS 916,1,,No,,Read by OCR,6,9465,
GEM/2025/B/6570632,8222475.0,Unclassified,,0,,Not checked,,Read by OCR,12,44892,
GEM/2025/B/6577496,8230213.0,Unclassified,,0,,Not checked,,Read by OCR,1,1942,
GEM/2025/B/6578864,8231917.0,Unclassified,,0,,Not checked,,Read by OCR,3,224,
GEM/2025/B/6573074,8225207.0,FAD — Food And Agriculture Department,IS 1051; IS 1061; IS 12015; IS 1448 (P:20); IS 548 (Part 1); IS 10627; IS 8190 (Part II),7,IS 1061 (Withdrawn),Yes,,Read by OCR,12,17760,
GEM/2025/B/6581741,8235239.0,Unclassified,,0,,Not checked,,Not extractable,1,94,
GEM/2025/B/6582265,8235862.0,Unclassified,,0,,Not checked,,Read by OCR,1,274,
GEM/2025/B/6582467,8236100.0,Unclassified,,0,,Not checked,,Read by OCR,2,589,
GEM/2025/B/6572846,8224957.0,Unclassified,,0,,Not checked,,Read by OCR,24,51129,
GEM/2025/B/6583060,8236779.0,Unclassified,,0,,Not checked,,Read by OCR,1,895,
GEM/2025/B/6583230,8236974.0,Unclassified,,0,,Not checked,,Not extractable,1,102,
GEM/2025/B/6584051,8237928.0,Unclassified,,0,,Not checked,,Read by OCR,1,1398,
GEM/2025/B/6584228,8238135.0,Unclassified,,0,,Not checked,,Read by OCR,1,686,
GEM/2025/B/6582885,8236577.0,Unclassified,,0,,Not checked,,Read by OCR,8,10021,
GEM/2025/B/6578986,8232070.0,Unclassified,,0,,Not checked,,Read by OCR,15,40428,
GEM/2025/B/6586226,8240369.0,Unclassified,,0,,Not checked,,Read by OCR,1,815,
GEM/2025/B/6585842,8239947.0,Unclassified,,0,,Not checked,,Read by OCR,6,7909,
GEM/2025/B/6548860,8197728.0,Unclassified,,0,,Not checked,,Read by OCR,56,167751,
GEM/2025/B/6588173,8242606.0,Unclassified,,0,,Not checked,,Read by OCR,4,10463,
GEM/2025/B/6587118,8241398.0,Unclassified,,0,,Not checked,,Read by OCR,6,4142,
GEM/2025/B/6564394,8215512.0,ETD — Electrotechnical Department,IS 13118; IS 2705; IS 1248; IS 722; IS 1554; IS 375,6,IS 13118 (Withdrawn); IS 2705 (Withdrawn); IS 722 (Withdrawn); IS 375 (Withdrawn),Yes,,Read by OCR,48,77951,
GEM/2025/B/6588255,8242697.0,Unclassified,,0,,Not checked,,Read by OCR,2,457,
GEM/2025/B/6588770,8243287.0,Unclassified,,0,,Not checked,,Not extractable,3,96,
GEM/2025/B/6590872,8245668.0,Unclassified,,0,,Not checked,,Read by OCR,2,3994,
GEM/2025/B/6592203,8247180.0,Unclassified,,0,,Not checked,,Read by OCR,1,365,
GEM/2025/B/6591873,8246793.0,Unclassified,,0,,Not checked,,Read by OCR,3,3502,
GEM/2025/B/6592407,8247410.0,Unclassified,,0,,Not checked,,Read by OCR,3,2599,
GEM/2025/B/6592458,8247470.0,Unclassified,,0,,Not checked,,Read by OCR,3,4978,
GEM/2025/B/6592931,8248015.0,Unclassified,,0,,Not checked,,Read by OCR,3,312,
GEM/2025/B/6585506,8239576.0,Unclassified,,0,,Not checked,,Read by OCR,21,69755,
GEM/2025/B/6595675,8251113.0,Unclassified,,0,,Not checked,,Read by OCR,6,1235,
GEM/2025/B/6598525,8254358.0,Unclassified,,0,,Not checked,,Not extractable,1,132,
GEM/2025/B/6598808,8254677.0,Unclassified,,0,,Not checked,,Not extractable,1,129,
GEM/2025/B/6597158,8252814.0,Unclassified,,0,,Not checked,,Read by OCR,3,6621,
GEM/2025/B/6599225,8255150.0,Unclassified,,0,,Not checked,,Read by OCR,1,2817,
GEM/2025/B/6601030,8257205.0,Unclassified,,0,,Not checked,,Read by OCR,1,1044,
GEM/2025/B/6586310,8240472.0,Unclassified,,0,,Not checked,,Read by OCR,16,35231,
GEM/2025/B/6601538,8257803.0,Unclassified,,0,,Not checked,,Read by OCR,1,2142,
GEM/2025/B/6602041,8258366.0,Unclassified,,0,,Not checked,,Read by OCR,1,3455,
GEM/2025/B/6601893,8258203.0,Unclassified,,0,,Not checked,,Read by OCR,1,1495,
GEM/2025/B/6602173,8258510.0,Unclassified,,0,,Not checked,,Not extractable,1,58,
GEM/2025/B/6604485,8261178.0,Unclassified,,0,,Not checked,,Read by OCR,1,1502,
GEM/2025/B/6605100,8261856.0,Unclassified,,0,,Not checked,,Not extractable,1,81,
GEM/2025/B/6604492,8261186.0,Unclassified,,0,,Not checked,,Read by OCR,1,387,
GEM/2025/B/6605530,8262390.0,Unclassified,,0,,Not checked,,Not extractable,1,105,
GEM/2025/B/6606410,8263495.0,MTD — Metallurgical Engineering Department,IS 410; IS 320; IS 210,3,,No,,Read by OCR,3,5682,
GEM/2025/B/6605770,8262696.0,MTD — Metallurgical Engineering Department,IS 1239; IS 4682; IS 3400,3,,No,,Read by OCR,6,4559,
GEM/2025/B/6606468,8263564.0,Unclassified,,0,,Not checked,,Read by OCR,1,2191,
GEM/2025/B/6601637,8257916.0,MTD — Metallurgical Engineering Department,IS 1570; IS 210,2,IS 1570 (Withdrawn),Yes,,Read by OCR,5,10976,
GEM/2025/B/6607374,8264625.0,Unclassified,,0,,Not checked,,Read by OCR,1,921,
GEM/2025/B/6590758,8245543.0,MTD — Metallurgical Engineering Department,IS 4163; IS 8791; IS 3739,3,,No,,Read by OCR,22,42517,
GEM/2025/B/6608898,8266362.0,Unclassified,,0,,Not checked,,Read by OCR,1,1271,
GEM/2025/B/6593602,8248777.0,MTD — Metallurgical Engineering Department,IS 4163; IS 8791,2,,No,,Read by OCR,22,37479,
GEM/2025/B/6609804,8267391.0,Unclassified,,0,,Not checked,,Read by OCR,2,4734,
GEM/2025/B/6607154,8264374.0,MTD — Metallurgical Engineering Department,IS 6005; IS 3618; IS 101; IS 1893; IS 5986; IS 2062; IS 3601; IS 277,8,,No,,Read by OCR,7,9848,
GEM/2025/B/6611370,8269170.0,MTD — Metallurgical Engineering Department,IS 1730; IS 2062; IS 1852,3,IS 1730 (Withdrawn),Yes,,Read by OCR,2,3207,
GEM/2025/B/6612468,8270394.0,Unclassified,,0,,Not checked,,Read by OCR,2,1081,
GEM/2025/B/6614546,8272658.0,Unclassified,,0,,Not checked,,Not extractable,1,80,
GEM/2025/B/6608962,8266430.0,Unclassified,,0,,Not checked,,Read by OCR,7,9258,
GEM/2025/B/6606514,8263613.0,Unclassified,,0,,Not checked,,Read by OCR,12,30908,
GEM/2025/B/6615089,8273263.0,Unclassified,,0,,Not checked,,Read by OCR,2,2366,
GEM/2025/B/6615306,8273504.0,Unclassified,,0,,Not checked,,Read by OCR,1,1734,
GEM/2025/B/6613165,8271143.0,Unclassified,,0,,Not checked,,Read by OCR,8,3719,
GEM/2025/B/6618327,8276903.0,Unclassified,,0,,Not checked,,Read by OCR,2,2085,
GEM/2025/B/6613688,8271711.0,Unclassified,,0,,Not checked,,Read by OCR,13,21524,
GEM/2025/B/6620390,8279295.0,Unclassified,,0,,Not checked,,Read by OCR,5,11596,
GEM/2025/B/6621790,8280929.0,Unclassified,,0,,Not checked,,Read by OCR,3,452,
GEM/2025/B/6614713,8272842.0,Unclassified,,0,,Not checked,,Read by OCR,11,11486,
GEM/2025/B/6621770,8280907.0,Unclassified,,0,,Not checked,,Read by OCR,3,4244,
GEM/2025/B/6617499,8275956.0,Unclassified,,0,,Not checked,,Read by OCR,12,10988,
GEM/2025/B/6621907,8281061.0,Unclassified,,0,,Not checked,,Read by OCR,2,2647,
GEM/2025/B/6622060,8281233.0,Unclassified,,0,,Not checked,,Read by OCR,2,3937,
GEM/2025/B/6622545,8281794.0,Unclassified,,0,,Not checked,,Read by OCR,2,2804,
GEM/2025/B/6623229,8282571.0,Unclassified,,0,,Not checked,,Read by OCR,2,597,
GEM/2025/B/6623900,8283351.0,Unclassified,,0,,Not checked,,Read by OCR,1,1761,
GEM/2025/B/6623949,8283409.0,Unclassified,,0,,Not checked,,Read by OCR,1,1518,
GEM/2025/B/6622675,8281946.0,Unclassified,,0,,Not checked,,Read by OCR,4,3297,
GEM/2025/B/6628866,8288962.0,Unclassified,,0,,Not checked,,Not extractable,1,87,
GEM/2025/B/6630373,8290692.0,Unclassified,,0,,Not checked,,Read by OCR,1,926,
GEM/2025/B/6629048,8289176.0,Unclassified,,0,,Not checked,,Read by OCR,1,1310,
GEM/2025/B/6633073,8293955.0,Unclassified,,0,,Not checked,,Read by OCR,1,1489,
GEM/2025/B/6633930,8294991.0,Unclassified,,0,,Not checked,,Read by OCR,1,856,
GEM/2025/B/6622814,8282100.0,MTD — Metallurgical Engineering Department,IS 696; IS 2102; IS 1572; IS 4454; IS 2507; IS 7814; IS 2500 (PART 1); IS 2102 (16),8,IS 696 (Withdrawn); IS 4454 (Superseded),Yes,,Read by OCR,6,12986,
GEM/2025/B/6628767,8288852.0,Unclassified,,0,,Not checked,,Read by OCR,4,7791,
GEM/2025/B/6634118,8295206.0,Unclassified,,0,,Not checked,,Read by OCR,2,3208,
GEM/2025/B/6631406,8292012.0,Unclassified,,0,,Not checked,,Read by OCR,4,4071,
GEM/2025/B/6634986,8296181.0,Unclassified,,0,,Not checked,,Read by OCR,1,272,
GEM/2025/B/6634464,8295582.0,Unclassified,,0,,Not checked,,Read by OCR,4,2159,
GEM/2025/B/6619878,8278716.0,PGD — Production And General Engineering Department,IS 177; IS 2102; IS 2101,3,IS 2101 (Withdrawn),Yes,,Read by OCR,21,77062,
GEM/2025/B/6635429,8296701.0,Unclassified,,0,,Not checked,,Read by OCR,2,3689,
GEM/2025/B/6634319,8295419.0,Unclassified,,0,,Not checked,,Read by OCR,12,36290,
GEM/2025/B/6638123,8299704.0,Unclassified,,0,,Not checked,,Read by OCR,6,9083,
GEM/2025/B/6638685,8300351.0,Unclassified,,0,,Not checked,,Read by OCR,1,672,
GEM/2025/B/6639023,8300727.0,Unclassified,,0,,Not checked,,Not extractable,1,167,
GEM/2025/B/6639216,8300944.0,Unclassified,,0,,Not checked,,Read by OCR,4,1481,
GEM/2025/B/6634699,8295848.0,Unclassified,,0,,Not checked,,Read by OCR,12,20365,
GEM/2025/B/6639742,8301549.0,Unclassified,,0,,Not checked,,Read by OCR,1,403,
GEM/2025/B/6641121,8303120.0,Unclassified,,0,,Not checked,,Read by OCR,2,957,
GEM/2025/B/6636771,8298222.0,MTD — Metallurgical Engineering Department,IS 2102 (MED); IS 4163; IS 13015; IS 5517,4,IS 13015 (Withdrawn),Yes,,Read by OCR,10,19448,
GEM/2025/B/6635398,8296666.0,Unclassified,,0,,Not checked,,Read by OCR,24,37950,
GEM/2025/B/6643612,8305932.0,Unclassified,,0,,Not checked,,Read by OCR,1,1066,
GEM/2025/B/6640031,8301875.0,MTD — Metallurgical Engineering Department,IS 513,1,,No,,Read by OCR,12,7364,
GEM/2025/B/6643933,8306300.0,Unclassified,,0,,Not checked,,Read by OCR,4,11103,
GEM/2025/B/6643976,8306351.0,Unclassified,,0,,Not checked,,Read by OCR,4,640,
GEM/2025/B/6644817,8307299.0,Unclassified,,0,,Not checked,,Read by OCR,6,10005,
GEM/2025/B/6638557,8300203.0,CED — Civil Engineering Department,IS 636; IS 904 (to be connected to static tank); IS 902; IS 1239 (meduim class); IS 5312; IS 13869; IS 15683,7,IS 13869 (Withdrawn),Yes,,Read by OCR,24,60517,
GEM/2025/B/6645806,8308394.0,Unclassified,,0,,Not checked,,Read by OCR,1,1236,
GEM/2025/B/6643413,8305714.0,CED — Civil Engineering Department,IS 15683; IS 7285,2,,No,,Read by OCR,23,20724,
GEM/2025/B/6645811,8308401.0,Unclassified,,0,,Not checked,,Read by OCR,1,1828,
GEM/2025/B/6648513,8311464.0,Unclassified,,0,,Not checked,,Not extractable,1,191,
GEM/2025/B/6641566,8303617.0,Unclassified,,0,,Not checked,,Read by OCR,24,41071,
GEM/2025/B/6648979,8312008.0,Unclassified,,0,,Not checked,,Read by OCR,2,1251,
GEM/2025/B/6649402,8312494.0,Unclassified,,0,,Not checked,,Read by OCR,2,1944,
GEM/2025/B/6647188,8309934.0,Unclassified,,0,,Not checked,,Read by OCR,4,5012,
GEM/2025/B/6650224,8313377.0,Unclassified,,0,,Not checked,,Read by OCR,2,6751,
GEM/2025/B/6644022,8306401.0,Unclassified,,0,,Not checked,,Read by OCR,16,36816,
GEM/2025/B/6652452,8315980.0,Unclassified,,0,,Not checked,,Read by OCR,3,4510,
GEM/2025/B/6652551,8316091.0,Unclassified,,0,,Not checked,,Read by OCR,1,421,
GEM/2025/B/6651817,8315225.0,Unclassified,,0,,Not checked,,Read by OCR,8,16627,
GEM/2025/B/6653707,8317426.0,Unclassified,,0,,Not checked,,Read by OCR,2,453,
GEM/2025/B/6654152,8317919.0,CED — Civil Engineering Department,IS 383,1,,No,,Read by OCR,2,3012,
GEM/2025/B/6652749,8316306.0,Unclassified,,0,,Not checked,,Read by OCR,4,3886,
GEM/2025/B/6654285,8318065.0,Unclassified,,0,,Not checked,,Read by OCR,1,338,
GEM/2025/B/6654261,8318039.0,Unclassified,,0,,Not checked,,Read by OCR,3,986,
GEM/2025/B/6649606,8312718.0,Unclassified,,0,,Not checked,,Read by OCR,12,43563,
GEM/2025/B/6657735,8322098.0,Unclassified,,0,,Not checked,,Not extractable,1,0,
GEM/2025/B/6654615,8318417.0,Unclassified,,0,,Not checked,,Read by OCR,1,1489,
GEM/2025/B/6658079,8322510.0,Unclassified,,0,,Not checked,,Read by OCR,1,1611,
GEM/2025/B/6655222,8319188.0,Unclassified,,0,,Not checked,,Read by OCR,3,7565,
GEM/2025/B/6659226,8323827.0,Unclassified,,0,,Not checked,,Read by OCR,1,394,
GEM/2025/B/6658983,8323554.0,Unclassified,,0,,Not checked,,Read by OCR,3,6162,
GEM/2025/B/6662773,8327832.0,Unclassified,,0,,Not checked,,Read by OCR,2,1978,
GEM/2025/B/6663356,8328488.0,Unclassified,,0,,Not checked,,Not extractable,1,0,
GEM/2025/B/6649871,8312999.0,Unclassified,,0,,Not checked,,Read by OCR,24,56139,
GEM/2025/B/6663786,8328984.0,Unclassified,,0,,Not checked,,Read by OCR,2,327,
GEM/2025/B/6667337,8332946.0,CHD — Chemical Department,IS 105,1,IS 105 (Withdrawn),Yes,,Read by OCR,1,993,
GEM/2025/B/6669137,8334963.0,Unclassified,,0,,Not checked,,Not extractable,1,190,
GEM/2025/B/6671001,8337070.0,Unclassified,,0,,Not checked,,Read by OCR,1,588,
GEM/2025/B/6661722,8326683.0,Unclassified,,0,,Not checked,,Read by OCR,6,15248,
GEM/2025/B/6672414,8338624.0,Unclassified,,0,,Not checked,,Read by OCR,3,6190,
GEM/2025/B/6671056,8337129.0,Unclassified,,0,,Not checked,,Read by OCR,9,3405,
GEM/2025/B/6673402,8339752.0,Unclassified,,0,,Not checked,,Not extractable,1,68,
GEM/2025/B/6664545,8329822.0,Unclassified,,0,,Not checked,,Read by OCR,12,28446,
GEM/2025/B/6674692,8341221.0,Unclassified,,0,,Not checked,,Read by OCR,2,857,
GEM/2025/B/6674980,8341546.0,Unclassified,,0,,Not checked,,Read by OCR,1,347,
GEM/2025/B/6675277,8341870.0,Unclassified,,0,,Not checked,,Read by OCR,1,723,
GEM/2025/B/6658976,8323547.0,FAD — Food And Agriculture Department,IS 7464; IS 253; IS 7224; IS 1166; IS 1165; IS 874; IS 1483,7,IS 7464 (Withdrawn); IS 1166 (Superseded); IS 1165 (Superseded); IS 874 (Withdrawn); IS 1483 (Withdrawn),Yes,,Read by OCR,24,42525,IS 1320
GEM/2025/B/6674376,8340873.0,Unclassified,,0,,Not checked,,Read by OCR,6,6162,
GEM/2025/B/6676491,8343242.0,Unclassified,,0,,Not checked,,Read by OCR,1,1495,
GEM/2025/B/6678893,8345878.0,Unclassified,,0,,Not checked,,Read by OCR,2,2763,
GEM/2025/B/6677262,8344098.0,Unclassified,,0,,Not checked,,Read by OCR,7,9716,
GEM/2025/B/6681145,8348436.0,Unclassified,,0,,Not checked,,Read by OCR,3,2522,
GEM/2025/B/6681449,8348772.0,Unclassified,,0,,Not checked,,Read by OCR,3,2522,
GEM/2025/B/6681721,8349115.0,Unclassified,,0,,Not checked,,Read by OCR,1,1611,
GEM/2025/B/6684391,8352230.0,Unclassified,,0,,Not checked,,Read by OCR,2,249,
GEM/2025/B/6651204,8314511.0,TXD — Textile Department,IS 6359; IS 1954; IS 7702; IS 1963; IS 1964; IS 1969; IS 1670; IS 3442; IS 832; IS 3456; IS 4726; IS 1390; IS 1843; IS 7151; IS 9738; IS 2454; IS 687,17,IS 2454 (Withdrawn); IS 687 (Withdrawn),Yes,,Read by OCR,62,115153,
GEM/2025/B/6687359,8355640.0,Unclassified,,0,,Not checked,,Read by OCR,2,1452,
GEM/2025/B/6688033,8356393.0,Unclassified,,0,,Not checked,,Not extractable,1,184,
GEM/2025/B/6679028,8346028.0,MTD — Metallurgical Engineering Department,IS 2062,1,,No,,Read by OCR,24,81889,
GEM/2025/B/6679319,8346360.0,MTD — Metallurgical Engineering Department,IS 4170; IS 2826 (Normal); IS 3685 (Methods for chemical analysis of brasses); IS 2654; IS 2866; IS 3620; IS 2305; IS 2826; IS 3685,9,IS 2654 (Withdrawn); IS 2866 (Withdrawn),Yes,,Read by OCR,22,29935,
GEM/2025/B/6688321,8356723.0,Unclassified,,0,,Not checked,,Read by OCR,6,13377,
GEM/2025/B/6688685,8357130.0,Unclassified,,0,,Not checked,,Not extractable,1,161,
GEM/2025/B/6688981,8357471.0,Unclassified,,0,,Not checked,,Read by OCR,1,907,
GEM/2025/B/6690421,8359061.0,Unclassified,,0,,Not checked,,Not extractable,1,73,
GEM/2025/B/6688724,8357175.0,Unclassified,,0,,Not checked,,Read by OCR,2,2612,
GEM/2025/B/6690183,8358803.0,Unclassified,,0,,Not checked,,Read by OCR,2,3209,
GEM/2025/B/6693045,8361946.0,Unclassified,,0,,Not checked,,Read by OCR,1,865,
GEM/2025/B/6685690,8353754.0,Unclassified,,0,,Not checked,,Read by OCR,26,36913,
GEM/2025/B/6693410,8362357.0,Unclassified,,0,,Not checked,,Not extractable,1,11,
GEM/2025/B/6693051,8361952.0,Unclassified,,0,,Not checked,,Read by OCR,8,8936,
GEM/2025/B/6693581,8362544.0,Unclassified,,0,,Not checked,,Read by OCR,4,4145,
GEM/2025/B/6693662,8362633.0,Unclassified,,0,,Not checked,,Read by OCR,1,215,
GEM/2025/B/6695426,8364599.0,Unclassified,,0,,Not checked,,Not extractable,1,155,
GEM/2025/B/6691301,8360003.0,Unclassified,,0,,Not checked,,Read by OCR,12,34787,
GEM/2025/B/6691053,8359741.0,TED — Transport Engineering Department,IS 13018; IS 4722; IS 1460,3,IS 13018 (Withdrawn); IS 4722 (Withdrawn); IS 1460 (Superseded),Yes,,Read by OCR,12,21948,
GEM/2025/B/6696672,8365983.0,Unclassified,,0,,Not checked,,Read by OCR,1,1038,
GEM/2025/B/6696543,8365844.0,Unclassified,,0,,Not checked,,Read by OCR,1,1762,
GEM/2025/B/6696956,8366309.0,Unclassified,,0,,Not checked,,Read by OCR,1,1529,
GEM/2025/B/6697661,8367134.0,Unclassified,,0,,Not checked,,Read by OCR,1,1689,
GEM/2025/B/6698751,8368399.0,Unclassified,,0,,Not checked,,Not extractable,1,150,
GEM/2025/B/6699617,8369400.0,Unclassified,,0,,Not checked,,Not extractable,1,65,
GEM/2025/B/6672846,8339116.0,Unclassified,,0,,Not checked,,Read by OCR,56,145472,
GEM/2025/B/6700177,8370029.0,Unclassified,,0,,Not checked,,Read by OCR,1,921,IS 014001
GEM/2025/B/6701512,8371553.0,Unclassified,,0,,Not checked,,Read by OCR,1,464,
GEM/2025/B/6699231,8368950.0,Unclassified,,0,,Not checked,,Read by OCR,2,4038,
GEM/2025/B/6702466,8372621.0,Unclassified,,0,,Not checked,,Not extractable,4,146,
GEM/2025/B/6702021,8372104.0,Unclassified,,0,,Not checked,,Read by OCR,2,675,
GEM/2025/B/6702431,8372582.0,Unclassified,,0,,Not checked,,Read by OCR,2,2459,
GEM/2025/B/6700135,8369982.0,Unclassified,,0,,Not checked,,Read by OCR,4,5751,
GEM/2025/B/6702532,8372693.0,Unclassified,,0,,Not checked,,Read by OCR,4,5077,
GEM/2025/B/6704600,8375034.0,Unclassified,,0,,Not checked,,Read by OCR,9,12214,
GEM/2025/B/6703677,8373989.0,Unclassified,,0,,Not checked,,Read by OCR,12,14261,
GEM/2025/B/6706747,8377462.0,CED — Civil Engineering Department,IS 785,1,,No,,Read by OCR,3,4213,
GEM/2025/B/6706905,8377627.0,Unclassified,,0,,Not checked,,Read by OCR,2,2235,
GEM/2025/B/6708206,8379185.0,Unclassified,,0,,Not checked,,Read by OCR,2,1793,
GEM/2025/B/6710021,8381236.0,Unclassified,,0,,Not checked,,Read by OCR,2,661,
GEM/2025/B/6707404,8378244.0,Unclassified,,0,,Not checked,,Read by OCR,4,5151,
GEM/2025/B/6712393,8384066.0,Unclassified,,0,,Not checked,,Read by OCR,3,3096,
GEM/2025/B/6713208,8385047.0,Unclassified,,0,,Not checked,,Read by OCR,1,600,
GEM/2025/B/6702822,8373021.0,ETD — Electrotechnical Department,IS 4691; IS 3427,2,IS 4691 (Withdrawn); IS 3427 (Withdrawn),Yes,,Read by OCR,24,47747,
GEM/2025/B/6714162,8386141.0,Unclassified,,0,,Not checked,,Read by OCR,3,8191,
GEM/2025/B/6710513,8381806.0,ETD — Electrotechnical Department,IS 1180,1,,No,,Read by OCR,12,29284,IS 60076
GEM/2025/B/6713749,8385669.0,ETD — Electrotechnical Department,IS 7372; IS 1146; IS 3116; IS 6071,4,IS 7372 (Withdrawn); IS 3116 (Superseded),Yes,,Read by OCR,4,5015,
GEM/2025/B/6718252,8390846.0,Unclassified,,0,,Not checked,,Read by OCR,1,474,
GEM/2025/B/6718344,8390944.0,Unclassified,,0,,Not checked,,Read by OCR,2,623,
GEM/2025/B/6715274,8387470.0,Unclassified,,0,,Not checked,,Read by OCR,2,1949,
GEM/2025/B/6720514,8393359.0,Unclassified,,0,,Not checked,,Read by OCR,2,2959,
GEM/2025/B/6719778,8392550.0,Unclassified,,0,,Not checked,,Read by OCR,3,6524,
GEM/2025/B/6722879,8396010.0,Unclassified,,0,,Not checked,,Read by OCR,1,1519,
GEM/2025/B/6723683,8396905.0,Unclassified,,0,,Not checked,,Read by OCR,1,526,
GEM/2025/B/6717654,8390182.0,Unclassified,,0,,Not checked,,Read by OCR,9,4538,
GEM/2025/B/6724673,8398053.0,Unclassified,,0,,Not checked,,Read by OCR,3,515,
GEM/2025/B/6722081,8395124.0,Unclassified,,0,,Not checked,,Read by OCR,7,9053,
GEM/2025/B/6724933,8398334.0,Unclassified,,0,,Not checked,,Read by OCR,1,904,
GEM/2025/B/6726919,8400572.0,Unclassified,,0,,Not checked,,Read by OCR,1,557,
GEM/2025/B/6725410,8398867.0,Unclassified,,0,,Not checked,,Read by OCR,13,9096,
GEM/2025/B/6724228,8397504.0,Unclassified,,0,,Not checked,,Read by OCR,20,28183,
GEM/2025/B/6727487,8401217.0,Unclassified,,0,,Not checked,,Not extractable,1,110,
GEM/2025/B/6727302,8401013.0,Unclassified,,0,,Not checked,,Read by OCR,1,937,
GEM/2025/B/6729667,8403690.0,Unclassified,,0,,Not checked,,Read by OCR,1,1119,
GEM/2025/B/6704861,8375319.0,Unclassified,,0,,Not checked,,Read by OCR,48,173455,
GEM/2025/B/6729764,8403799.0,Unclassified,,0,,Not checked,,Read by OCR,1,265,
GEM/2025/B/6730949,8405145.0,Unclassified,,0,,Not checked,,Read by OCR,1,394,
GEM/2025/B/6733879,8408411.0,Unclassified,,0,,Not checked,,Read by OCR,1,299,
GEM/2025/B/6727895,8401672.0,Unclassified,,0,,Not checked,,Read by OCR,3,3882,
GEM/2025/B/6736032,8410907.0,CED — Civil Engineering Department,IS 710,1,,No,,Read by OCR,1,344,
GEM/2025/B/6705277,8375773.0,ETD — Electrotechnical Department,IS 16242,1,,No,,Read by OCR,50,65204,IS 14001
