Tender ID,GeM Bid Id,Product Family,IS Numbers Cited,Count,Outdated Citations,Any Outdated,Unmatched Citations,Usability,OCR Pages,OCR Characters,OCR Dropped
GEM/2024/B/5215084,6700554.0,Unclassified,,0,,Not checked,,Not extractable,0,0,
GEM/2024/B/5217990,6703726.0,Unclassified,,0,,Not checked,,Not extractable,1,48,
GEM/2024/B/5215028,6700487.0,Unclassified,,0,,Not checked,,Read by OCR,1,289,
GEM/2024/B/5218005,6703742.0,Unclassified,,0,,Not checked,,Not extractable,1,160,
GEM/2024/B/5217287,6702956.0,Unclassified,,0,,Not checked,,Read by OCR,1,1961,
GEM/2024/B/5214835,6700260.0,Unclassified,,0,,Not checked,,Read by OCR,2,764,
GEM/2024/B/5218564,6704341.0,Unclassified,,0,,Not checked,,Read by OCR,1,616,
GEM/2024/B/5219940,6705980.0,Unclassified,,0,,Not checked,,Read by OCR,1,223,
GEM/2024/B/5218724,6704545.0,Unclassified,,0,,Not checked,,Read by OCR,2,677,
GEM/2024/B/5223258,6709683.0,Unclassified,,0,,Not checked,,Read by OCR,2,651,
GEM/2024/B/5223383,6709825.0,Unclassified,,0,,Not checked,,Read by OCR,1,1834,
GEM/2024/B/5224289,6710830.0,Unclassified,,0,,Not checked,,Read by OCR,1,612,
GEM/2024/B/5223266,6709691.0,Unclassified,,0,,Not checked,,Read by OCR,3,2024,
GEM/2024/B/5224544,6711108.0,Unclassified,,0,,Not checked,,Read by OCR,2,595,
GEM/2024/B/5220052,6706097.0,Unclassified,,0,,Not checked,,Read by OCR,5,3180,
GEM/2024/B/5216254,6701843.0,Unclassified,,0,,Not checked,,Read by OCR,7,14634,
GEM/2024/B/5228797,6715693.0,Unclassified,,0,,Not checked,,Read by OCR,1,1260,
GEM/2024/B/5229112,6716040.0,Unclassified,,0,,Not checked,,Read by OCR,2,3749,
GEM/2024/B/5228572,6715448.0,Unclassified,,0,,Not checked,,Read by OCR,4,3105,
GEM/2024/B/5230161,6717174.0,Unclassified,,0,,Not checked,,Read by OCR,1,367,
GEM/2024/B/5226545,6713248.0,Unclassified,,0,,Not checked,,Read by OCR,9,1772,
GEM/2024/B/5230741,6717809.0,Unclassified,,0,,Not checked,,Read by OCR,2,4741,
GEM/2024/B/5233495,6720779.0,Unclassified,,0,,Not checked,,Read by OCR,1,404,
GEM/2024/B/5231040,6718133.0,Unclassified,,0,,Not checked,,Read by OCR,2,3273,
GEM/2024/B/5229132,6716066.0,CHD — Chemical Department,IS 5557; IS 15298; IS 15298 (Part I); IS 5852 (incase supplied as per IS: 5557),4,IS 5557 (Superseded),Yes,,Read by OCR,8,9886,
GEM/2024/B/5233747,6721057.0,Unclassified,,0,,Not checked,,Read by OCR,4,1307,
GEM/2024/B/5234453,6721843.0,Unclassified,,0,,Not checked,,Read by OCR,4,8822,
GEM/2024/B/5224456,6711013.0,Unclassified,,0,,Not checked,,Read by OCR,14,26293,
GEM/2024/B/5229449,6716406.0,Unclassified,,0,,Not checked,,Read by OCR,13,21816,
GEM/2024/B/5236776,6724346.0,Unclassified,,0,,Not checked,,Read by OCR,3,4358,
GEM/2024/B/5236224,6723755.0,Unclassified,,0,,Not checked,,Read by OCR,7,22363,
GEM/2024/B/5239585,6727416.0,Unclassified,,0,,Not checked,,Read by OCR,2,7019,
GEM/2024/B/5240424,6728324.0,Unclassified,,0,,Not checked,,Read by OCR,1,2043,
GEM/2024/B/5244240,6732502.0,Unclassified,,0,,Not checked,,Read by OCR,1,377,
GEM/2024/B/5236303,6723842.0,Unclassified,,0,,Not checked,,Read by OCR,12,23695,
GEM/2024/B/5237090,6724684.0,Unclassified,,0,,Not checked,,Read by OCR,8,10301,
GEM/2024/B/5236755,6724322.0,Unclassified,,0,,Not checked,,Read by OCR,8,12295,
GEM/2024/B/5245189,6733554.0,Unclassified,,0,,Not checked,,Not extractable,1,160,
GEM/2024/B/5248665,6737388.0,Unclassified,,0,,Not checked,,Read by OCR,1,401,
GEM/2024/B/5249800,6738734.0,Unclassified,,0,,Not checked,,Not extractable,1,70,
GEM/2024/B/5240297,6728191.0,MTD — Metallurgical Engineering Department,IS 318; IS 1363; IS 1538,3,,No,,Read by OCR,8,8809,
GEM/2024/B/5244928,6733264.0,Unclassified,,0,,Not checked,,Read by OCR,3,4364,
GEM/2024/B/5245176,6733539.0,PGD — Production And General Engineering Department,IS 696; IS 5517,2,IS 696 (Withdrawn),Yes,,Read by OCR,5,5073,
GEM/2024/B/5251601,6740727.0,TXD — Textile Department,IS 894,1,,No,,Read by OCR,1,976,
GEM/2024/B/5260151,6750019.0,Unclassified,,0,,Not checked,,Not extractable,1,0,
GEM/2024/B/5259634,6749469.0,Unclassified,,0,,Not checked,,Read by OCR,2,811,
GEM/2024/B/5258987,6748768.0,Unclassified,,0,,Not checked,,Not extractable,6,0,
GEM/2024/B/5264723,6755004.0,Unclassified,,0,,Not checked,,Read by OCR,4,3439,
GEM/2024/B/5251360,6740455.0,PGD — Production And General Engineering Department,IS 1862,1,,No,,Read by OCR,7,11608,
GEM/2024/B/5266008,6756410.0,Unclassified,,0,,Not checked,,Read by OCR,1,308,
GEM/2024/B/5266113,6756527.0,MTD — Metallurgical Engineering Department,IS 1570 (PART-II),1,IS 1570 (PART-II) (Withdrawn),Yes,,Not extractable,1,170,
GEM/2024/B/5267220,6757738.0,Unclassified,,0,,Not checked,,Read by OCR,2,8342,
GEM/2024/B/5265056,6755378.0,Unclassified,,0,,Not checked,,Read by OCR,9,16726,
GEM/2024/B/5269441,6760134.0,Unclassified,,0,,Not checked,,Read by OCR,2,967,
GEM/2024/B/5268243,6758843.0,Unclassified,,0,,Not checked,,Read by OCR,4,4214,
GEM/2024/B/5270122,6760899.0,Unclassified,,0,,Not checked,,Read by OCR,1,410,
GEM/2024/B/5264920,6755230.0,MED — Mechanical Engineering Department,IS 1570; IS 2048; IS 8531; IS 3400; IS 4682,5,IS 1570 (Withdrawn); IS 2048 (Withdrawn),Yes,,Read by OCR,9,16245,
GEM/2024/B/5271370,6762265.0,Unclassified,,0,,Not checked,,Read by OCR,2,307,
GEM/2024/B/5265434,6755790.0,Unclassified,,0,,Not checked,,Read by OCR,12,6857,
GEM/2024/B/5273388,6764446.0,Unclassified,,0,,Not checked,,Not extractable,1,0,
GEM/2024/B/5270278,6761071.0,Unclassified,,0,,Not checked,,Read by OCR,8,9473,
GEM/2024/B/5279229,6770959.0,Unclassified,,0,,Not checked,,Not extractable,1,156,
GEM/2024/B/5276907,6768340.0,TXD — Textile Department,IS 16186; IS 2813,2,,No,,Read by OCR,7,9842,
GEM/2024/B/5279421,6771182.0,MTD — Metallurgical Engineering Department,IS 5517,1,,No,,Read by OCR,1,1353,
GEM/2024/B/5280573,6772472.0,Unclassified,,0,,Not checked,,Read by OCR,2,395,
GEM/2024/B/5280908,6772849.0,Unclassified,,0,,Not checked,,Read by OCR,1,2679,
GEM/2024/B/5281006,6772957.0,Unclassified,,0,,Not checked,,Read by OCR,1,653,
GEM/2024/B/5248845,6737622.0,Unclassified,,0,,Not checked,,Read by OCR,28,53331,
GEM/2024/B/5284454,6776787.0,Unclassified,,0,,Not checked,,Read by OCR,1,1941,
GEM/2024/B/5281614,6773638.0,MTD — Metallurgical Engineering Department,IS 4001; IS 1030; IS 1875; IS 8500 (Current); IS 2709 (Current),5,IS 8500 (Current) (Withdrawn); IS 2709 (Current) (Withdrawn),Yes,,Read by OCR,3,3972,
GEM/2024/B/5282346,6774426.0,Unclassified,,0,,Not checked,,Read by OCR,4,10267,
GEM/2024/B/5285453,6777915.0,Unclassified,,0,,Not checked,,Read by OCR,3,3232,
GEM/2024/B/5285810,6778293.0,Unclassified,,0,,Not checked,,Read by OCR,1,987,
GEM/2024/B/5287714,6780343.0,Unclassified,,0,,Not checked,,Not extractable,1,115,
GEM/2024/B/5278631,6770228.0,Unclassified,,0,,Not checked,,Read by OCR,12,14529,
GEM/2024/B/5287822,6780461.0,Unclassified,,0,,Not checked,,Read by OCR,2,5093,
GEM/2024/B/5295725,6789162.0,Unclassified,,0,,Not checked,,Not extractable,1,186,
GEM/2024/B/5286816,6779372.0,Unclassified,,0,,Not checked,,Read by OCR,4,10045,
GEM/2024/B/5288130,6780797.0,Unclassified,,0,,Not checked,,Read by OCR,3,3431,
GEM/2024/B/5296774,6790330.0,Unclassified,,0,,Not checked,,Read by OCR,2,2085,
GEM/2024/B/5298562,6792376.0,Unclassified,,0,,Not checked,,Read by OCR,1,521,
GEM/2024/B/5295845,6789300.0,Unclassified,,0,,Not checked,,Read by OCR,4,2579,
GEM/2024/B/5299713,6793643.0,Unclassified,,0,,Not checked,,Read by OCR,1,347,
GEM/2024/B/5272927,6763960.0,Unclassified,,0,,Not checked,,Read by OCR,26,54205,
GEM/2024/B/5302898,6797206.0,Unclassified,,0,,Not checked,,Not extractable,1,85,
GEM/2024/B/5304266,6798711.0,Unclassified,,0,,Not checked,,Not extractable,1,134,
GEM/2024/B/5297002,6790584.0,Unclassified,,0,,Not checked,,Read by OCR,2,5291,
GEM/2024/B/5305150,6799715.0,Unclassified,,0,,Not checked,,Read by OCR,1,661,
GEM/2024/B/5306166,6800889.0,Unclassified,,0,,Not checked,,Read by OCR,5,4996,
GEM/2024/B/5309087,6804105.0,Unclassified,,0,,Not checked,,Not extractable,3,57,
GEM/2024/B/5310583,6805754.0,Unclassified,,0,,Not checked,,Not extractable,1,83,
GEM/2024/B/5311144,6806369.0,Unclassified,,0,,Not checked,,Read by OCR,1,1006,
GEM/2024/B/5311885,6807178.0,Unclassified,,0,,Not checked,,Read by OCR,1,955,
GEM/2024/B/5308790,6803777.0,Unclassified,,0,,Not checked,,Read by OCR,12,27796,
GEM/2024/B/5311915,6807211.0,Unclassified,,0,,Not checked,,Read by OCR,6,5862,
GEM/2024/B/5312413,6807757.0,Unclassified,,0,,Not checked,,Read by OCR,1,1384,
GEM/2024/B/5306090,6800809.0,MSD — Management System Department,IS 2500 (Part-l),1,,No,,Read by OCR,12,16533,
GEM/2024/B/5314014,6809506.0,Unclassified,,0,,Not checked,,Not extractable,1,137,
GEM/2024/B/5285995,6778492.0,Unclassified,,0,,Not checked,,Read by OCR,27,32264,
GEM/2024/B/5314295,6809827.0,Unclassified,,0,,Not checked,,Not extractable,1,156,
GEM/2024/B/5313767,6809226.0,Unclassified,,0,,Not checked,,Read by OCR,2,2978,
GEM/2024/B/5319226,6815227.0,Unclassified,,0,,Not checked,,Read by OCR,1,1126,
GEM/2024/B/5319818,6815903.0,Unclassified,,0,,Not checked,,Read by OCR,4,504,
GEM/2024/B/5318614,6814565.0,Unclassified,,0,,Not checked,,Read by OCR,7,1880,
GEM/2024/B/5319974,6816077.0,Unclassified,,0,,Not checked,,Read by OCR,6,791,
GEM/2024/B/5320972,6817184.0,Unclassified,,0,,Not checked,,Read by OCR,1,217,
GEM/2024/B/5320286,6816433.0,Unclassified,,0,,Not checked,,Read by OCR,2,3473,
GEM/2024/B/5320973,6817185.0,Unclassified,,0,,Not checked,,Read by OCR,1,860,
GEM/2024/B/5323743,6820234.0,Unclassified,,0,,Not checked,,Read by OCR,1,1187,
GEM/2024/B/5323827,6820326.0,Unclassified,,0,,Not checked,,Read by OCR,2,1960,
GEM/2024/B/5324517,6821088.0,Unclassified,,0,,Not checked,,Read by OCR,3,4195,
GEM/2024/B/5323355,6819787.0,Unclassified,,0,,Not checked,,Read by OCR,2,4682,
GEM/2024/B/5324588,6821166.0,Unclassified,,0,,Not checked,,Read by OCR,1,324,
GEM/2024/B/5327297,6824236.0,Unclassified,,0,,Not checked,,Read by OCR,1,413,
GEM/2024/B/5327670,6824670.0,Unclassified,,0,,Not checked,,Read by OCR,2,1351,
GEM/2024/B/5329374,6826600.0,"PCD — Petroleum, Coal And Related Products Department",IS 408,1,,No,,Not extractable,1,100,
GEM/2024/B/5329953,6827273.0,Unclassified,,0,,Not checked,,Read by OCR,2,3005,
GEM/2024/B/5330003,6827331.0,Unclassified,,0,,Not checked,,Read by OCR,1,1036,
GEM/2024/B/5305720,6800388.0,Unclassified,,0,,Not checked,,Read by OCR,41,101671,
GEM/2024/B/5336442,6834459.0,Unclassified,,0,,Not checked,,Read by OCR,3,7794,
GEM/2024/B/5337989,6836168.0,Unclassified,,0,,Not checked,,Not extractable,1,51,
GEM/2024/B/5338320,6836537.0,Unclassified,,0,,Not checked,,Not extractable,1,152,
GEM/2024/B/5335050,6832918.0,CHD — Chemical Department,IS 1540 (Part I); IS 1540 (Part 1); IS 1540 (Part T); IS 3204; IS 1514; IS 1070; IS 266; IS 296,8,IS 1540 (Part I) (Withdrawn); IS 1540 (Part 1) (Withdrawn); IS 1540 (Part T) (Withdrawn); IS 1514 (Withdrawn),Yes,,Read by OCR,12,23612,
GEM/2024/B/5340289,6838712.0,Unclassified,,0,,Not checked,,Not extractable,1,119,
GEM/2024/B/5315242,6810870.0,MTD — Metallurgical Engineering Department,IS 1079; IS 513; IS 9550,3,IS 9550 (Superseded),Yes,,Read by OCR,39,75413,
GEM/2024/B/5341701,6840281.0,Unclassified,,0,,Not checked,,Read by OCR,2,3437,
GEM/2024/B/5324830,6821441.0,Unclassified,,0,,Not checked,,Read by OCR,24,41851,
GEM/2024/B/5342364,6841029.0,Unclassified,,0,,Not checked,,Read by OCR,3,243,
GEM/2024/B/5339491,6837837.0,Unclassified,,0,,Not checked,,Read by OCR,10,6779,
GEM/2024/B/5342435,6841112.0,Unclassified,,0,,Not checked,,Read by OCR,3,6644,
GEM/2024/B/5342968,6841697.0,Unclassified,,0,,Not checked,,Not extractable,1,190,
GEM/2024/B/5343449,6842247.0,Unclassified,,0,,Not checked,,Read by OCR,1,836,
GEM/2024/B/5344011,6842870.0,Unclassified,,0,,Not checked,,Read by OCR,1,1253,
GEM/2024/B/5344204,6843078.0,Unclassified,,0,,Not checked,,Read by OCR,2,2150,
GEM/2024/B/5344970,6843939.0,Unclassified,,0,,Not checked,,Read by OCR,1,2076,
GEM/2024/B/5344973,6843942.0,Unclassified,,0,,Not checked,,Read by OCR,2,1114,
GEM/2024/B/5345272,6844268.0,Unclassified,,0,,Not checked,,Not extractable,1,73,
GEM/2024/B/5342948,6841672.0,Unclassified,,0,,Not checked,,Read by OCR,12,7166,
GEM/2024/B/5343036,6841774.0,Unclassified,,0,,Not checked,,Read by OCR,8,11398,
GEM/2024/B/5341898,6840506.0,Unclassified,,0,,Not checked,,Read by OCR,12,19661,
GEM/2024/B/5346694,6845903.0,Unclassified,,0,,Not checked,,Read by OCR,1,720,
GEM/2024/B/5345321,6844323.0,Unclassified,,0,,Not checked,,Read by OCR,2,4080,
GEM/2024/B/5348667,6848138.0,Unclassified,,0,,Not checked,,Not extractable,3,131,
GEM/2024/B/5349242,6848853.0,Unclassified,,0,,Not checked,,Read by OCR,1,275,
GEM/2024/B/5347420,6846711.0,Unclassified,,0,,Not checked,,Read by OCR,4,4171,
GEM/2024/B/5352239,6852308.0,Unclassified,,0,,Not checked,,Read by OCR,1,1200,
GEM/2024/B/5352245,6852315.0,Unclassified,,0,,Not checked,,Read by OCR,1,238,
GEM/2024/B/5312235,6807566.0,"PCD — Petroleum, Coal And Related Products Department",IS 3400,1,,No,,Read by OCR,61,99760,
GEM/2024/B/5355997,6856487.0,Unclassified,,0,,Not checked,,Read by OCR,3,700,
GEM/2024/B/5356361,6856899.0,Unclassified,,0,,Not checked,,Read by OCR,1,1175,
GEM/2024/B/5346990,6846244.0,Unclassified,,0,,Not checked,,Read by OCR,8,17359,
GEM/2024/B/5356180,6856687.0,Unclassified,,0,,Not checked,,Read by OCR,2,1901,
GEM/2024/B/5357541,6858199.0,Unclassified,,0,,Not checked,,Read by OCR,2,3073,
GEM/2024/B/5356971,6857576.0,Unclassified,,0,,Not checked,,Read by OCR,1,635,
GEM/2024/B/5361113,6862079.0,Unclassified,,0,,Not checked,,Not extractable,1,65,
GEM/2024/B/5350813,6850726.0,Unclassified,,0,,Not checked,,Read by OCR,9,3983,
GEM/2024/B/5362846,6864001.0,Unclassified,,0,,Not checked,,Not extractable,1,194,
GEM/2024/B/5359535,6860372.0,Unclassified,,0,,Not checked,,Read by OCR,3,1418,
GEM/2024/B/5363265,6864463.0,Unclassified,,0,,Not checked,,Read by OCR,1,387,
GEM/2024/B/5361948,6863002.0,Unclassified,,0,,Not checked,,Read by OCR,3,5917,
GEM/2024/B/5366413,6867923.0,Unclassified,,0,,Not checked,,Read by OCR,1,242,
GEM/2024/B/5365742,6867178.0,Unclassified,,0,,Not checked,,Read by OCR,2,1291,
GEM/2024/B/5367521,6869151.0,Unclassified,,0,,Not checked,,Read by OCR,1,1072,
GEM/2024/B/5367894,6869604.0,Unclassified,,0,,Not checked,,Not extractable,1,69,
GEM/2024/B/5367365,6868988.0,Unclassified,,0,,Not checked,,Read by OCR,4,3903,
GEM/2024/B/5346603,6845791.0,Unclassified,,0,,Not checked,,Read by OCR,24,34281,
GEM/2024/B/5369916,6871847.0,Unclassified,,0,,Not checked,,Not extractable,1,199,
GEM/2024/B/5369468,6871343.0,Unclassified,,0,,Not checked,,Read by OCR,1,1352,
GEM/2024/B/5370674,6872658.0,Unclassified,,0,,Not checked,,Not extractable,1,175,
GEM/2024/B/5373040,6875269.0,Unclassified,,0,,Not checked,,Not extractable,1,164,
GEM/2024/B/5375358,6877902.0,Unclassified,,0,,Not checked,,Read by OCR,1,786,
GEM/2024/B/5369270,6871128.0,Unclassified,,0,,Not checked,,Read by OCR,6,5615,
GEM/2024/B/5379572,6882715.0,Unclassified,,0,,Not checked,,Read by OCR,1,471,
GEM/2024/B/5362791,6863945.0,Unclassified,,0,,Not checked,,Read by OCR,12,10521,
GEM/2024/B/5375474,6878036.0,Unclassified,,0,,Not checked,,Read by OCR,4,6284,
GEM/2024/B/5375744,6878346.0,Unclassified,,0,,Not checked,,Read by OCR,4,9411,
GEM/2024/B/5382482,6885912.0,Unclassified,,0,,Not checked,,Not extractable,1,165,
GEM/2024/B/5380616,6883875.0,Unclassified,,0,,Not checked,,Read by OCR,3,8407,
GEM/2024/B/5382951,6886415.0,Unclassified,,0,,Not checked,,Read by OCR,2,1996,
GEM/2024/B/5383993,6887547.0,Unclassified,,0,,Not checked,,Read by OCR,2,323,
GEM/2024/B/5384981,6888651.0,Unclassified,,0,,Not checked,,Read by OCR,2,1673,
GEM/2024/B/5382104,6885504.0,Unclassified,,0,,Not checked,,Read by OCR,5,6200,
GEM/2024/B/5385255,6888963.0,Unclassified,,0,,Not checked,,Read by OCR,1,293,
GEM/2024/B/5386419,6890228.0,Unclassified,,0,,Not checked,,Read by OCR,1,1168,
GEM/2024/B/5387436,6891329.0,Unclassified,,0,,Not checked,,Read by OCR,1,629,
GEM/2024/B/5386836,6890675.0,Unclassified,,0,,Not checked,,Read by OCR,1,2004,
GEM/2024/B/5385096,6888783.0,ETD — Electrotechnical Department,IS 335; IS 6104,2,,No,,Read by OCR,4,6363,
GEM/2024/B/5365682,6867113.0,Unclassified,,0,,Not checked,,Read by OCR,24,45235,
GEM/2024/B/5387776,6891692.0,Unclassified,,0,,Not checked,,Read by OCR,2,325,
GEM/2024/B/5387497,6891392.0,Unclassified,,0,,Not checked,,Read by OCR,2,504,
GEM/2024/B/5388832,6892829.0,Unclassified,,0,,Not checked,,Read by OCR,1,417,
GEM/2024/B/5389717,6893838.0,MTD — Metallurgical Engineering Department,IS 1387; IS 13502,2,,No,,Read by OCR,1,1552,
GEM/2024/B/5390267,6894469.0,Unclassified,,0,,Not checked,,Read by OCR,1,594,
GEM/2024/B/5389809,6893950.0,Unclassified,,0,,Not checked,,Read by OCR,1,1556,
GEM/2024/B/5391619,6895954.0,Unclassified,,0,,Not checked,,Not extractable,1,131,
GEM/2024/B/5393260,6897732.0,Unclassified,,0,,Not checked,,Read by OCR,1,1174,
GEM/2024/B/5394474,6899113.0,Unclassified,,0,,Not checked,,Read by OCR,1,401,
GEM/2024/B/5395218,6899989.0,Unclassified,,0,,Not checked,,Read by OCR,2,410,
GEM/2024/B/5388436,6892399.0,Unclassified,,0,,Not checked,,Read by OCR,4,2815,
GEM/2024/B/5380161,6883374.0,Unclassified,,0,,Not checked,,Read by OCR,12,20559,
GEM/2024/B/5397601,6902627.0,Unclassified,,0,,Not checked,,Read by OCR,3,5250,
GEM/2024/B/5399299,6904533.0,Unclassified,,0,,Not checked,,Read by OCR,3,11168,
GEM/2024/B/5401357,6906920.0,Unclassified,,0,,Not checked,,Read by OCR,1,1439,
GEM/2024/B/5399351,6904596.0,Unclassified,,0,,Not checked,,Read by OCR,4,6611,
GEM/2024/B/5402546,6908256.0,Unclassified,,0,,Not checked,,Read by OCR,1,357,
GEM/2024/B/5402739,6908460.0,Unclassified,,0,,Not checked,,Read by OCR,1,566,
GEM/2024/B/5402689,6908407.0,Electrical cables and wiring,IS 7098 (Part-l),1,,No,,Read by OCR,2,2192,
GEM/2024/B/5403531,6909399.0,Unclassified,,0,,Not checked,,Not extractable,1,166,
GEM/2024/B/5394797,6899504.0,Unclassified,,0,,Not checked,,Read by OCR,10,24256,
GEM/2024/B/5403870,6909791.0,Unclassified,,0,,Not checked,,Not extractable,1,60,
GEM/2024/B/5403628,6909516.0,Unclassified,,0,,Not checked,,Read by OCR,4,875,
GEM/2024/B/5406648,6912950.0,Unclassified,,0,,Not checked,,Read by OCR,1,291,
GEM/2024/B/5400211,6905597.0,Unclassified,,0,,Not checked,,Read by OCR,9,20053,
GEM/2024/B/5404705,6910721.0,Unclassified,,0,,Not checked,,Read by OCR,4,861,
GEM/2024/B/5409190,6915791.0,Unclassified,,0,,Not checked,,Read by OCR,2,287,
GEM/2024/B/5408819,6915355.0,Unclassified,,0,,Not checked,,Read by OCR,2,3512,
GEM/2024/B/5405805,6911996.0,Unclassified,,0,,Not checked,,Read by OCR,6,6081,
GEM/2024/B/5400700,6906160.0,Unclassified,,0,,Not checked,,Read by OCR,12,32518,
GEM/2024/B/5411195,6917960.0,LITD — Electronics And Information Technology Department,IS 9001; IS 2312,2,,No,,Read by OCR,1,922,
GEM/2024/B/5411732,6918546.0,Unclassified,,0,,Not checked,,Read by OCR,1,1072,
GEM/2024/B/5413796,6920797.0,Unclassified,,0,,Not checked,,Read by OCR,1,659,
GEM/2024/B/5408257,6914734.0,Unclassified,,0,,Not checked,,Read by OCR,6,6479,
GEM/2024/B/5414243,6921296.0,Unclassified,,0,,Not checked,,Read by OCR,2,1613,
GEM/2024/B/5414148,6921193.0,Unclassified,,0,,Not checked,,Read by OCR,2,2723,
GEM/2024/B/5414753,6921865.0,Unclassified,,0,,Not checked,,Read by OCR,4,2721,
GEM/2024/B/5415735,6922930.0,Unclassified,,0,,Not checked,,Read by OCR,3,1751,
GEM/2024/B/5416019,6923230.0,Pipes (PVC and GI),IS 4984,1,,No,,Read by OCR,3,3126,
GEM/2024/B/5417585,6924938.0,Unclassified,,0,,Not checked,,Read by OCR,2,231,
GEM/2024/B/5415785,6922981.0,Unclassified,,0,,Not checked,,Read by OCR,9,6675,
GEM/2024/B/5419110,6926658.0,Unclassified,,0,,Not checked,,Not extractable,1,29,
GEM/2024/B/5417318,6924654.0,Unclassified,,0,,Not checked,,Read by OCR,7,11254,
GEM/2024/B/5419663,6927261.0,Unclassified,,0,,Not checked,,Read by OCR,2,1887,
GEM/2024/B/5409562,6916203.0,Unclassified,,0,,Not checked,,Read by OCR,21,34739,
GEM/2024/B/5421358,6929125.0,Unclassified,,0,,Not checked,,Read by OCR,2,2262,
GEM/2024/B/5413967,6920999.0,MTD — Metallurgical Engineering Department,IS 2062; IS 2052,2,,No,,Read by OCR,16,19123,
GEM/2024/B/5425459,6933654.0,Unclassified,,0,,Not checked,,Read by OCR,2,1165,
GEM/2024/B/5421975,6929795.0,Unclassified,,0,,Not checked,,Read by OCR,2,3197,
GEM/2024/B/5420080,6927723.0,MTD — Metallurgical Engineering Department,IS 2102; IS 209; IS 277; IS 513; IS 2500 (Part I); IS 2500 (Part II); IS 2629; IS 4905; IS 13229,9,IS 13229 (Withdrawn),Yes,,Read by OCR,12,20355,
GEM/2024/B/5425624,6933837.0,Unclassified,,0,,Not checked,,Read by OCR,3,10520,
GEM/2024/B/5428130,6936673.0,Unclassified,,0,,Not checked,,Read by OCR,2,1917,
GEM/2024/B/5428128,6936670.0,Unclassified,,0,,Not checked,,Read by OCR,1,3220,
GEM/2024/B/5428712,6937336.0,Unclassified,,0,,Not checked,,Read by OCR,1,416,
GEM/2024/B/5430618,6939483.0,MTD — Metallurgical Engineering Department,IS 7811,1,,No,,Not extractable,1,133,
GEM/2024/B/5430226,6939051.0,Unclassified,,0,,Not checked,,Read by OCR,1,268,
GEM/2024/B/5419021,6926559.0,Unclassified,,0,,Not checked,,Read by OCR,24,22375,
GEM/2024/B/5431087,6940002.0,Unclassified,,0,,Not checked,,Read by OCR,1,658,
GEM/2024/B/5431589,6940590.0,Unclassified,,0,,Not checked,,Read by OCR,1,530,
GEM/2024/B/5433760,6943009.0,Unclassified,,0,,Not checked,,Read by OCR,1,4816,
GEM/2024/B/5431963,6941019.0,Unclassified,,0,,Not checked,,Read by OCR,2,4720,
GEM/2024/B/5434738,6944097.0,Unclassified,,0,,Not checked,,Read by OCR,1,747,
GEM/2024/B/5430804,6939689.0,Unclassified,,0,,Not checked,,Read by OCR,4,7848,
GEM/2024/B/5435308,6944707.0,Unclassified,,0,,Not checked,,Not extractable,1,139,
GEM/2024/B/5436794,6946334.0,Unclassified,,0,,Not checked,,Read by OCR,1,1332,
GEM/2024/B/5437217,6946822.0,Unclassified,,0,,Not checked,,Read by OCR,1,696,
GEM/2024/B/5434206,6943494.0,Unclassified,,0,,Not checked,,Read by OCR,5,19266,
GEM/2024/B/5438460,6948209.0,Unclassified,,0,,Not checked,,Not extractable,2,131,
GEM/2024/B/5437314,6946935.0,Unclassified,,0,,Not checked,,Read by OCR,4,7045,
GEM/2024/B/5437273,6946887.0,Unclassified,,0,,Not checked,,Read by OCR,5,8779,
GEM/2024/B/5440917,6950924.0,Unclassified,,0,,Not checked,,Not extractable,1,132,
GEM/2024/B/5441362,6951429.0,Unclassified,,0,,Not checked,,Read by OCR,1,890,
GEM/2024/B/5440315,6950268.0,Unclassified,,0,,Not checked,,Read by OCR,2,3143,
GEM/2024/B/5441682,6951801.0,Unclassified,,0,,Not checked,,Read by OCR,1,2422,
GEM/2024/B/5441634,6951744.0,Unclassified,,0,,Not checked,,Read by OCR,3,2561,
GEM/2024/B/5442313,6952514.0,Unclassified,,0,,Not checked,,Read by OCR,1,810,
GEM/2024/B/5441748,6951877.0,LED lighting,IS 10322,1,,No,,Read by OCR,4,6789,
GEM/2024/B/5445680,6956279.0,Unclassified,,0,,Not checked,,Read by OCR,1,577,
GEM/2024/B/5445701,6956305.0,Unclassified,,0,,Not checked,,Read by OCR,1,1652,
GEM/2024/B/5446127,6956809.0,Unclassified,,0,,Not checked,,Not extractable,1,161,
GEM/2024/B/5446097,6956774.0,Unclassified,,0,,Not checked,,Read by OCR,2,329,
GEM/2024/B/5446875,6957644.0,Unclassified,,0,,Not checked,,Read by OCR,1,1715,
GEM/2024/B/5446811,6957571.0,Unclassified,,0,,Not checked,,Read by OCR,1,1393,
GEM/2024/B/5448380,6959284.0,Unclassified,,0,,Not checked,,Not extractable,1,81,
GEM/2024/B/5447770,6958623.0,Unclassified,,0,,Not checked,,Not extractable,1,127,
GEM/2024/B/5450547,6961712.0,Electrical cables and wiring,IS 7098 (Part 1),1,,No,,Read by OCR,2,1883,
GEM/2024/B/5420590,6928277.0,FAD — Food And Agriculture Department,IS 2785; IS 2034; IS 253,3,IS 2785 (Withdrawn); IS 2034 (Withdrawn),Yes,,Read by OCR,36,68462,
GEM/2024/B/5452512,6963941.0,Unclassified,,0,,Not checked,,Read by OCR,2,3030,
