Tender ID,Product Family,IS Numbers Cited,Foreign Standards Cited,Count,Outdated Citations,Any Outdated,Document Type,Usability,Source Link,Unmatched Citations
2025_06_13_09_32_05_technical_compliance,Electrical cables and wiring,IS 300; IS 613; IS 3975; IS 4905; IS 5082; IS 5831; IS 7098; IS 8130; IS 9968; IS 10418; IS 10810,,11,,Not checked,Text PDF,Usable,https://mkp.gem.gov.in/catalog_data/catalog_support_document/00/58/120/CatalogAttrs/SpecificationDocument/2025/6/13/2025_06_13_09_32_05_technical_compliance_2025-06-13-09-32-06_64b742aa7189962fe54f8a902c5c5aaf.pdf,IS 300; IS 613; IS 3975; IS 4905; IS 5082
1722334397.pdf,Electrical cables and wiring,IS 1255; IS 1554; IS 1554 (Part 1); IS 3961; IS 3975; IS 5831; IS 7098; IS 7098 (Part 1); IS 8130; IS 10418; IS 17573,,11,,Not checked,Text PDF,Usable,https://bidplus.gem.gov.in/bidding/bid/documentdownload/6713228/1722334397.pdf,IS 3975; IS 17573
Tender Document-LT Cable.pdf,Electrical cables and wiring,IS 1255; IS 3975; IS 4905; IS 5831; IS 7098; IS 8130; IS 10418; IS 10810,,8,,Not checked,Text PDF,Usable,https://cochinport.gov.in/sites/default/files/2020-06/Tender%20Document-LT%20Cable.pdf,IS 3975; IS 4905
1784606099.pdf,Electrical cables and wiring,IS 3975; IS 4905; IS 5831; IS 7098; IS 8130; IS 10418; IS 10810,,7,,Not checked,Text PDF,Usable,https://bidplus.gem.gov.in/bidding/bid/documentdownload/9569038/1784606099.pdf,IS 3975; IS 4905
tender_document_pvc_insulated_calbe_2026,Unclassified,,,0,,Not checked,Scanned PDF,Not extractable,https://mkp.gem.gov.in/uploaded_documents/51/16/877/OrderItem/BoqDocument/2026/4/15/tender_document_pvc_insulated_calbe_2026-04-15-16-46-48_e01afd8d94007a330875ea7a6631b7fd.pdf,
1776313684.pdf,Electrical cables and wiring,IS 694; IS 5831; IS 8130,,3,,No,Text PDF,Usable,https://bidplus.gem.gov.in/bidding/bid/documentdownload/9222285/1776313684.pdf,
1729688753_VolumeIII258.pdf,Electrical cables and wiring,IS 204; IS 277; IS 281; IS 694; IS 808; IS 1173; IS 1341; IS 1730; IS 1732; IS 2062; IS 13592; IS 14375,,12,,Not checked,Text PDF,Usable,https://epi.gov.in/admin/image/tenders/1729688753_VolumeIII258.pdf,IS 204; IS 277; IS 281; IS 808; IS 1173; IS 1341; IS 1730; IS 1732; IS 2062; IS 14375
1709810880_AddendumI.pdf,Electrical cables and wiring,IS 101; IS 104; IS 158; IS 210; IS 269; IS 277; IS 318; IS 320; IS 325; IS 374; IS 383; IS 415; IS 432; IS 455; IS 456; IS 458; IS 513; IS 516; IS 554; IS 600; IS 613; IS 638; IS 651; IS 655; IS 661; IS 694; IS 702; IS 722; IS 732; IS 771 (Part 1); IS 771 (Part I); IS 774; IS 775; IS 778; IS 779; IS 780; IS 781; IS 783; IS 800; IS 803; IS 806; IS 808; IS 813; IS 814; IS 816; IS 822; IS 875; IS 919; IS 1024; IS 1068; IS 1077; IS 1139; IS 1161; IS 1172; IS 1182; IS 1199; IS 1231; IS 1239; IS 1239 (Part 1); IS 1248; IS 1255; IS 1293; IS 1303; IS 1363; IS 1367; IS 1367 (Part 1); IS 1367 (Part 2); IS 1377; IS 1395; IS 1460; IS 1477; IS 1489; IS 1500; IS 1536; IS 1538; IS 1544; IS 1554; IS 1554 (Part 2); IS 1700; IS 1703; IS 1711; IS 1726; IS 1729; IS 1742; IS 1786; IS 1852; IS 1879; IS 1913; IS 1944; IS 1944 (Part 1); IS 1978; IS 1979; IS 2026; IS 2062; IS 2064; IS 2065; IS 2074; IS 2099; IS 2104; IS 2189; IS 2312; IS 2326; IS 2373; IS 2379; IS 2501; IS 2527; IS 2544; IS 2548 (Part 1); IS 2548 (Part 2); IS 2548 (Part I); IS 2551; IS 2556; IS 2556 (Part 1); IS 2556 (Part 11); IS 2556 (Part 12); IS 2556 (Part 15); IS 2556 (Part 2); IS 2556 (Part 3); IS 2556 (Part 4); IS 2556 (Part 7); IS 2556 (Part 8); IS 2595; IS 2629; IS 2633; IS 2643 (Part 1); IS 2643 (Part 2); IS 2643 (Part 3); IS 2667; IS 2685; IS 2692; IS 2705; IS 2717; IS 2751; IS 2800 (Part II); IS 2834; IS 2906; IS 2932; IS 2963; IS 3025; IS 3043; IS 3114; IS 3144; IS 3156; IS 3231; IS 3311; IS 3427; IS 3452; IS 3468; IS 3502; IS 3588; IS 3589; IS 3600; IS 3646; IS 3658; IS 3696; IS 3696 (Part 1); IS 3696 (Part 2); IS 3757; IS 3854; IS 3950; IS 3989; IS 4000; IS 4007; IS 4014; IS 4038; IS 4111 (Part 1); IS 4127; IS 4232; IS 4260; IS 4346; IS 4353; IS 4711; IS 4722; IS 4759; IS 4853; IS 4889; IS 4894; IS 4926; IS 4985; IS 5082; IS 5312; IS 5312 (Part 1); IS 5329; IS 5334; IS 5382; IS 5414; IS 5455; IS 5578; IS 5831; IS 5832; IS 5961; IS 6005; IS 6159; IS 6249; IS 6297; IS 6392; IS 6411; IS 6418; IS 6553; IS 6603; IS 6619; IS 6639; IS 6665; IS 6875; IS 7090; IS 7098; IS 7098 (Part I); IS 7181; IS 7205; IS 7215; IS 7558; IS 7634 (Part 3); IS 7834 (Part 1); IS 7969; IS 8034; IS 8041; IS 8048; IS 8112; IS 8130; IS 8183; IS 8225; IS 8321; IS 8329; IS 8419; IS 8931; IS 8989; IS 9000; IS 9103; IS 9283; IS 9385; IS 9523; IS 9537; IS 9595; IS 9668; IS 9758; IS 9842; IS 9912; IS 9920; IS 9954; IS 10000; IS 10118; IS 10221; IS 10234; IS 10262; IS 10322; IS 10446; IS 10810; IS 11149; IS 11171; IS 11723; IS 11790; IS 11906; IS 12065; IS 12075; IS 12118; IS 12183 (Part 1); IS 12235 (Part 1); IS 12251; IS 12288; IS 12330; IS 12406; IS 12615; IS 12701; IS 12778; IS 12820; IS 12843; IS 12992; IS 13095; IS 13183; IS 13360 (Part 6); IS 13592; IS 13703; IS 13756; IS 13925; IS 13947; IS 13947 (Part 1); IS 14587; IS 14665 (Part 1); IS 14665 (Part 2); IS 14665 (Part 3); IS 14665 (Part 4); IS 14665 (Part 5); IS 14700; IS 14846; IS 14930 (Part II); IS 15330; IS 15477; IS 15652; IS 15778; IS 15885; IS 15885 (Part 2); IS 16101; IS 16102; IS 16103; IS 16103 (Part 1); IS 16103 (Part 2); IS 16104; IS 16105; IS 16106; IS 16107; IS 16107 (Part 1); IS 16108; IS 16205 (Part 24); IS 16636; IS 19947; IS 23896; IS 60034; IS 61439; IS 62271; IS 62305,,310,,Not checked,Text PDF,Multi-scope,https://epi.gov.in/admin/image/tenders/1709810880_AddendumI.pdf,
1707995595_Tenderdoc158.pdf,Pipes (PVC and GI),IS 100; IS 101; IS 104; IS 150; IS 158; IS 164; IS 210; IS 226; IS 269; IS 277; IS 318; IS 320; IS 325; IS 383; IS 432; IS 455; IS 456; IS 458; IS 500; IS 513; IS 516; IS 554; IS 638; IS 651; IS 694; IS 702; IS 736; IS 771 (Part 1); IS 771 (Part I); IS 774; IS 775; IS 778; IS 779; IS 780; IS 781; IS 783; IS 800; IS 803; IS 806; IS 808; IS 813; IS 814; IS 816; IS 822; IS 875 (Part I); IS 919; IS 1024; IS 1068; IS 1077; IS 1139; IS 1161; IS 1172; IS 1182; IS 1199; IS 1239; IS 1239 (Part 1); IS 1303; IS 1363; IS 1364; IS 1367; IS 1367 (Part 1); IS 1367 (Part 2); IS 1377; IS 1395; IS 1477; IS 1489; IS 1500; IS 1536; IS 1538; IS 1554; IS 1554 (Part 2); IS 1700; IS 1703; IS 1711; IS 1726; IS 1729; IS 1742; IS 1786; IS 1852; IS 1879; IS 1893 (Part I); IS 1978; IS 1979; IS 1992; IS 2062; IS 2064; IS 2065; IS 2074; IS 2104; IS 2326; IS 2373; IS 2379; IS 2501; IS 2527; IS 2548 (Part 1); IS 2548 (Part 2); IS 2548 (Part I); IS 2556; IS 2556 (Part 1); IS 2556 (Part 11); IS 2556 (Part 12); IS 2556 (Part 15); IS 2556 (Part 2); IS 2556 (Part 3); IS 2556 (Part 4); IS 2556 (Part 7); IS 2556 (Part 8); IS 2595; IS 2629; IS 2643 (Part 1); IS 2643 (Part 2); IS 2643 (Part 3); IS 2685; IS 2692; IS 2717; IS 2720; IS 2751; IS 2800; IS 2906; IS 2932; IS 2963; IS 3025; IS 3114; IS 3144; IS 3311; IS 3468; IS 3502; IS 3589; IS 3600; IS 3614; IS 3658; IS 3696; IS 3757; IS 3764; IS 3950; IS 3989; IS 4000; IS 4014; IS 4038; IS 4111 (Part 1); IS 4127; IS 4260; IS 4346; IS 4353; IS 4711; IS 4853; IS 4923; IS 4926; IS 4985; IS 5312; IS 5312 (Part 1); IS 5329; IS 5334; IS 5382; IS 5414; IS 5455; IS 5832; IS 5961; IS 6159; IS 6249; IS 6392; IS 6403; IS 6411; IS 6418; IS 6603; IS 6639; IS 7181; IS 7205; IS 7215; IS 7357; IS 7558; IS 7634 (Part 3); IS 7834 (Part 1); IS 7969; IS 8034; IS 8041; IS 8112; IS 8183; IS 8225; IS 8321; IS 8329; IS 8931; IS 9103; IS 9283; IS 9523; IS 9595; IS 9668; IS 9758; IS 9842; IS 9912; IS 9954; IS 10221; IS 10234; IS 10262; IS 10446; IS 11149; IS 11723; IS 11790; IS 11906; IS 12118; IS 12183 (Part 1); IS 12235 (Part 1); IS 12251; IS 12288; IS 12330; IS 12406; IS 12592; IS 12701; IS 12778; IS 12820; IS 12843; IS 12992; IS 13095; IS 13183; IS 13592; IS 13756; IS 14587; IS 14846; IS 15477; IS 15622; IS 15658; IS 15778; IS 23896,,223,,Not checked,Text PDF,Multi-scope,https://epi.gov.in/admin/image/tenders/1707995595_Tenderdoc158.pdf,
1732271752_Vol-3.pdf,Electrical cables and wiring,IS 383; IS 694; IS 3224; IS 7285; IS 13849; IS 14609; IS 15683,,7,,Not checked,Text PDF,Usable,https://epi.gov.in/admin/image/tenders/1732271752_Vol-3.pdf,IS 383; IS 3224; IS 7285; IS 13849; IS 14609; IS 15683
1729169098_Vol-3.pdf,Pipes (PVC and GI),IS 694; IS 2556; IS 2878; IS 3224; IS 4947; IS 4989 (Part II); IS 6313; IS 7285; IS 10204; IS 12701; IS 13592; IS 13849; IS 14609; IS 15778,,14,,Not checked,Text PDF,Usable,https://epi.gov.in/admin/image/tenders/1729169098_Vol-3.pdf,IS 2556; IS 2878; IS 3224; IS 4947; IS 4989 (Part II); IS 6313; IS 7285; IS 10204; IS 12701; IS 13849; IS 14609
NIT-832.pdf,Electrical cables and wiring,IS 694; IS 1554 (Part 2); IS 7098 (Part 1); IS 8231; IS 11143; IS 11654 (Part 3); IS 14927 (Part 2); IS 15541,,8,,Not checked,Text PDF,Usable,https://sjvn.nic.in/sites/default/files/2026-07/NIT-832.pdf,IS 8231; IS 11143; IS 11654 (Part 3); IS 15541
NIT_SSI4425P18.pdf,Electrical cables and wiring,IS 694; IS 1554,,2,,No,Text PDF,Usable,https://www.oilindia.nic.in/files/oldtender/national/NIT_SSI4425P18.pdf,
NIQ07_e45a4a3c-5763-4947-acf8-a4cdeab92f,Unclassified,,,0,,Not checked,Other,Not extractable,https://cewacor.nic.in/Document/2024/January/Work_Documents/Applicant_Recno1//NIQ07_e45a4a3c-5763-4947-acf8-a4cdeab92ffd.pdf,
b081a080-da25-469a-a3bb-0f8609ea0ce2.pdf,Electrical cables and wiring,IS 193; IS 205; IS 217; IS 251; IS 252; IS 285; IS 362; IS 371; IS 408; IS 493; IS 544; IS 546; IS 694; IS 745; IS 797; IS 853; IS 1118; IS 1155; IS 1171; IS 1341; IS 1374; IS 1540 (Part 1); IS 1660; IS 1664; IS 1848 (Part 1); IS 1862; IS 1883; IS 1932; IS 1961; IS 2215; IS 2257; IS 2319; IS 2323; IS 2556; IS 2556 (Part 7); IS 2561; IS 2587; IS 2932; IS 3313; IS 3473; IS 3576; IS 3818; IS 3959; IS 4106; IS 4199; IS 4308; IS 4364; IS 4811; IS 4955; IS 5321; IS 5969; IS 6831; IS 6850; IS 7056; IS 8231; IS 8331; IS 9220; IS 9523; IS 9629; IS 9740; IS 10322 (Part 5); IS 11375; IS 11656; IS 11833; IS 12334; IS 12717; IS 12817; IS 13095; IS 13262; IS 13656; IS 14255; IS 14756; IS 14982; IS 15449 (Part 1); IS 15532; IS 15658; IS 15683; IS 16097; IS 16102 (Part 2); IS 16218; IS 16301; IS 16468; IS 17636,,83,,Not checked,Text PDF,Multi-scope,https://sportsauthorityofindia.nic.in/sai_new/public/assets/uploads/tenders/b081a080-da25-469a-a3bb-0f8609ea0ce2.pdf,
Execution_Electrical_Civil_Works_Ground_,Electrical cables and wiring,IS 277; IS 374; IS 694; IS 733; IS 1285; IS 1391 (Part II); IS 2993; IS 5382; IS 9968; IS 10322; IS 10617; IS 11329; IS 12615; IS 12701; IS 13592; IS 14930,,16,,Not checked,Text PDF,Usable,https://www.nia.nic.in/pdf/Execution_Electrical_Civil_Works_Ground_Plus_Two_Building_NIA_Jaipur_28_july_2026.pdf,IS 277; IS 374; IS 733; IS 1285; IS 1391 (Part II); IS 2993; IS 5382; IS 10617; IS 11329; IS 12615; IS 12701
1tlVzErHDraft Tender Document revised.pd,Electrical cables and wiring,IS 273; IS 274 (Part 1); IS 434 (Part 1); IS 513; IS 694; IS 725; IS 841; IS 1570; IS 2089; IS 2615; IS 2745; IS 4572; IS 4722; IS 4770; IS 4953; IS 5604; IS 5991,,17,IS 434 (Part 1),Yes,Text PDF,Usable,https://srcodisha.nic.in/tender/1tlVzErHDraft%20Tender%20Document%20revised.pdf,IS 273; IS 274 (Part 1); IS 513; IS 725; IS 841; IS 1570; IS 2089; IS 2615; IS 2745; IS 4572; IS 4722; IS 4770; IS 4953; IS 5604; IS 5991
bo5iuhy.pdf,Unclassified,,,0,,Not checked,Other,Not extractable,https://www.moil.nic.in/upload_files/bo5iuhy.pdf,
pqr_and_technical_specification_2025-08-,Unclassified,,,0,,Not checked,Scanned PDF,Not extractable,https://mkp.gem.gov.in/catalog_data/catalog_support_document/buyer_documents/3528081/54/78/703/CatalogAttrs/SpecificationDocument/2025/8/13/pqr_and_technical_specification_2025-08-13-09-03-29_c751929ec9712d8692be6c6ee778d3ed.pdf,
open_tender_enquiry_2026-07-06-18-57-36.,Electrical cables and wiring,IS 694; IS 11967 (Part 1),,2,,Not checked,Text PDF,Usable,https://www.ucil.gov.in/public/uploads/open_tender_enquiry/open_tender_enquiry_2026-07-06-18-57-36.pdf,IS 11967 (Part 1)
1486031882490_2315165283.PDF,Electrical cables and wiring,IS 694,,1,,No,Text PDF,Usable,https://rcf.indianrailways.gov.in/rcf/notice/1486031882490_2315165283.PDF,
1459575864466_507 LoA PGT-POY pump.pdf,Electrical cables and wiring,IS 694,,1,,No,Text PDF,Usable,https://sr.indianrailways.gov.in/sr/award/1459575864466_507%20LoA%20PGT-POY%20pump.pdf,
TD02_pdf-2022-Apr-28-17-16-30.pdf,Electrical cables and wiring,IS 210; IS 226; IS 282; IS 306; IS 335; IS 383; IS 398; IS 456; IS 516; IS 617; IS 694; IS 732; IS 800; IS 808; IS 816; IS 875; IS 875 (Part III); IS 1180; IS 1255; IS 1387; IS 1608; IS 1786; IS 1897; IS 2004; IS 2026; IS 2062; IS 2074; IS 2099; IS 2108; IS 2141; IS 2309; IS 2629; IS 2633; IS 2705; IS 2705 (Part I); IS 2713; IS 3043; IS 3091; IS 3156; IS 3188; IS 3231; IS 3427; IS 3764; IS 4759; IS 4984; IS 5082; IS 5500; IS 6792; IS 7098; IS 7098 (Part 1); IS 7404 (Part 1); IS 7404 (Part I); IS 8000; IS 8623; IS 9103; IS 10028; IS 10322; IS 11000; IS 12433; IS 12463; IS 13118; IS 13849; IS 13942; IS 13947; IS 15622; IS 15885; IS 60947,,67,,Not checked,Text PDF,Multi-scope,https://www.rites.com/Upload/Tender/TD02_pdf-2022-Apr-28-17-16-30.pdf,
Tendernotice_1+(15).pdf,Unclassified,IS 1489,,1,,Not checked,Text PDF,Usable,https://www.irel.co.in/documents/20126/0/Tendernotice_1+%2815%29.pdf,IS 1489
VolumeIIpartIIItechnicalspecification.pd,Electrical cables and wiring,IS 209; IS 269; IS 278; IS 280; IS 300; IS 335; IS 383; IS 398; IS 432; IS 456; IS 556; IS 617; IS 694; IS 731; IS 800; IS 806; IS 823; IS 940; IS 1161; IS 1230; IS 1239; IS 1340; IS 1343; IS 1363; IS 1367; IS 1521; IS 1554 (Part 1); IS 1646; IS 1678; IS 1729; IS 1742; IS 1755; IS 1785; IS 1786; IS 1852; IS 1892; IS 1904; IS 2016; IS 2062; IS 2121; IS 2121 (Part I); IS 2121 (Part II); IS 2131; IS 2141; IS 2171; IS 2190; IS 2486; IS 2502; IS 2505; IS 2506; IS 2514; IS 2527; IS 2544; IS 2629; IS 2633; IS 2645; IS 2721; IS 2830; IS 2878; IS 2905; IS 2911; IS 2992; IS 3021; IS 3043; IS 3589; IS 4656; IS 4759; IS 4826; IS 5082; IS 5561; IS 5792; IS 6003; IS 6234; IS 6313; IS 6594; IS 6639; IS 6745; IS 6792; IS 7321; IS 7861; IS 8309; IS 8623; IS 9103; IS 9223; IS 9385; IS 9567; IS 9708; IS 9974; IS 10204; IS 10322; IS 11384; IS 11994; IS 12427; IS 13386; IS 13947,,95,,Not checked,Text PDF,Multi-scope,https://www.optcl.co.in/Downloads/Tender/VolumeIIpartIIItechnicalspecification.pdf,
NEW TENDER FOR MAIN LT PANEL.pdf,Electrical cables and wiring,IS 209; IS 226; IS 374; IS 516; IS 694; IS 732; IS 875; IS 1199; IS 1255; IS 1258; IS 1293; IS 1554; IS 1646; IS 1651; IS 1885; IS 1913; IS 2026; IS 2062; IS 2071; IS 2309; IS 2551; IS 2629; IS 2633; IS 3043; IS 3427; IS 3480; IS 3837; IS 3961; IS 4146; IS 4615; IS 4759; IS 5082; IS 5133; IS 5216; IS 5424; IS 5578; IS 5831; IS 6745; IS 7098; IS 8130; IS 8623; IS 8828; IS 9537; IS 10418; IS 10810; IS 12640; IS 13340; IS 13341; IS 13947,,49,,Not checked,Text PDF,Multi-scope,https://nhsrcindia.org/sites/default/files/2021-02/NEW%20TENDER%20FOR%20MAIN%20LT%20PANEL.pdf,
NRDA-F1_Optical-Fiber-21092016.pdf,Unclassified,,,0,,Not checked,Other,Not extractable,https://navaraipuratalnagar.com/NRDARevampTheme/archive/NRDA-F1_Optical-Fiber-21092016.pdf,
cor_26989_1_1.pdf,Unclassified,,,0,,Not checked,Text PDF,Extraction failed,https://ntpctender.ntpc.co.in/Uploads/cor_26989_1_1.pdf,
tech_job_42668.pdf,Electrical cables and wiring,IS 7098,,1,,No,Text PDF,Usable,https://ntpctender.ntpc.co.in/Uploads/tech_job_42668.pdf,
job_38921.pdf,Electrical cables and wiring,IS 694; IS 1554,,2,,No,Text PDF,Usable,https://ntpctender.ntpc.co.in/Uploads/job_38921.pdf,
cor_23388_1_1.pdf,Unclassified,,,0,,Not checked,Scanned PDF,Not extractable,https://ntpctender.ntpc.co.in/Uploads/cor_23388_1_1.pdf,
job_42668.pdf,Electrical cables and wiring,IS 7098,,1,,No,Text PDF,Usable,https://ntpctender.ntpc.co.in/Uploads/job_42668.pdf,
TechnicalspecificationVolIIElectrificati,Electrical cables and wiring,IS 165; IS 175; IS 282; IS 306; IS 383; IS 398; IS 456; IS 516; IS 617; IS 702; IS 731; IS 732; IS 800; IS 875; IS 1387; IS 1554; IS 1676; IS 2062; IS 2074; IS 2121 (Part I); IS 2386; IS 2673; IS 3043; IS 3188; IS 5082; IS 5500; IS 6051; IS 6403; IS 7098; IS 8000; IS 8112; IS 8130; IS 9968; IS 11000; IS 12269; IS 12463,,36,IS 282,Yes,Text PDF,Usable,https://www.rites.com/Upload/Tender/TechnicalspecificationVolIIElectrificationworks_pdf-2025-Nov-17-09-41-21.pdf,IS 165; IS 175; IS 306; IS 383; IS 456; IS 516; IS 617; IS 702; IS 731; IS 800; IS 875; IS 1387; IS 1676; IS 2062; IS 2074; IS 2121 (Part I); IS 2386; IS 2673; IS 3188; IS 5082; IS 5500; IS 6051; IS 6403; IS 8000; IS 8112; IS 11000; IS 12269; IS 12463
Technical_Bid_pdf-2023-Jul-04-12-7-15.pd,Electrical cables and wiring,IS 277; IS 482; IS 554; IS 636; IS 778; IS 781; IS 848; IS 884; IS 901; IS 903; IS 1068; IS 1239; IS 1239 (Part 2); IS 1239 (Part I); IS 1239 (Part II); IS 1328; IS 1701; IS 1703; IS 1708; IS 1795; IS 1838; IS 2202 (Part I); IS 2365; IS 2546; IS 2548 (Part I); IS 2556; IS 2556 (Part 1); IS 2556 (Part 6); IS 2556 (Part IV); IS 2643; IS 2834; IS 2871; IS 2878; IS 2963; IS 3043; IS 3589; IS 3614 (Part 2); IS 3961; IS 4038; IS 4308; IS 4736; IS 4827; IS 4927; IS 5082; IS 5290; IS 5312; IS 5312 (Part I); IS 5831; IS 7098; IS 8130; IS 8423; IS 8623; IS 8828; IS 8931; IS 9338; IS 9739; IS 9762; IS 10108; IS 10221; IS 10418; IS 10566; IS 11108; IS 13095; IS 13104; IS 13592; IS 13947; IS 14665; IS 14665 (Part III); IS 14735; IS 14845; IS 14846; IS 15622; IS 15645; IS 15961; IS 15965,,75,,Not checked,Text PDF,Multi-scope,https://www.rites.com/Upload/Tender/Technical_Bid_pdf-2023-Jul-04-12-7-15.pdf,
TD01OTPVUNL_GE_pdf-2024-May-06-16-34-7.p,Electrical cables and wiring,IS 335; IS 375; IS 722 (Part IX); IS 1248; IS 1255; IS 1554; IS 2026; IS 2026 (Part I); IS 2099; IS 2705; IS 3156; IS 3427; IS 3961; IS 3961 (Part 6); IS 5819; IS 5820; IS 6600; IS 7098; IS 10028; IS 10028 (Part II); IS 11171; IS 13118; IS 17048,,23,IS 375,Yes,Text PDF,Usable,https://rites.com/Upload/Tender/TD01OTPVUNL_GE_pdf-2024-May-06-16-34-7.pdf,IS 335; IS 722 (Part IX); IS 1248; IS 2026; IS 2026 (Part I); IS 2099; IS 2705; IS 3156; IS 3427; IS 5820; IS 6600; IS 10028; IS 10028 (Part II); IS 11171; IS 13118; IS 17048
02OTTD_pdf-2023-Jun-07-17-20-28.pdf,Electrical cables and wiring,IS 470; IS 694; IS 1120; IS 1239; IS 1651; IS 2036,,6,,Not checked,Text PDF,Usable,https://www.rites.com/Upload/Tender/02OTTD_pdf-2023-Jun-07-17-20-28.pdf,IS 470; IS 1120; IS 1239; IS 1651; IS 2036
annexure-i-1567850939.pdf,Unclassified,,,0,,Not checked,Scanned PDF,Not extractable,https://tenders.bhel.com/sites/default/files/annexure-i-1567850939.pdf,
Item_description_for_GeM_Bid-2021-09-04-,Electrical cables and wiring,IS 694,,1,,No,Text PDF,Usable,https://tenders.bhel.com/sites/default/files/Item_description_for_GeM_Bid-2021-09-04-10%3A30%3A35.pdf,
GeM-Bidding-3406127_(floated)-2022-05-18,Electrical cables and wiring,IS 694; IS 5831; IS 8130,,3,,No,Text PDF,Usable,https://tenders.bhel.com/sites/default/files/GeM-Bidding-3406127_%28floated%29-2022-05-18-05%3A00%3A51.pdf,
GeM-Bidding-3601044-2022-07-19-05:59:43.,Electrical cables and wiring,IS 694; IS 5831; IS 8130,,3,,No,Text PDF,Usable,https://tenders.bhel.com/sites/default/files/GeM-Bidding-3601044-2022-07-19-05%3A59%3A43.pdf,
9641900060o-1576831839.pdf,Electrical cables and wiring,IS 694,,1,,No,Text PDF,Usable,https://tenders.bhel.com/sites/default/files/9641900060o-1576831839.pdf,
cable_specification_2024-04-15-17-52-04_,Electrical cables and wiring,IS 694; IS 5831; IS 8130,,3,,No,Text PDF,Usable,https://mkp.gem.gov.in/uploaded_documents/51/16/877/OrderItem/BoqDocument/2024/4/15/cable_specification_2024-04-15-17-52-04_e3c3603ffca7f8bc377c439282575513.pdf,
1720497978.pdf,Electrical cables and wiring,IS 694; IS 1554; IS 2982; IS 3961; IS 3975; IS 5831; IS 6380; IS 8130; IS 9676; IS 10418; IS 10810,,11,,Not checked,Text PDF,Usable,https://bidplus.gem.gov.in/bidding/bid/documentdownload/6619133/1720497978.pdf,IS 2982; IS 3975; IS 9676
slafds,Electrical cables and wiring,IS 204; IS 208; IS 277; IS 374; IS 383; IS 456; IS 694; IS 710; IS 875; IS 1038; IS 1341; IS 1659; IS 1786; IS 1948; IS 2062; IS 2189; IS 2190; IS 3312; IS 4923; IS 7098; IS 7452; IS 7809; IS 8112; IS 13713; IS 14246; IS 14443; IS 15683; IS 16103; IS 21016,,29,,Not checked,Text PDF,Usable,https://fulfilment.gem.gov.in/contract/slafds?fileDownloadPath=SLA_UPLOAD_PATH/2025/Jun/GEM_2025_B_6315579/CLM0010/rfpstore_37522ec4-b5ae-4b27-b4fa1749136334289_GeM_EPO21ER.pdf,IS 204; IS 208; IS 277; IS 374; IS 383; IS 456; IS 710; IS 875; IS 1038; IS 1341; IS 1659; IS 1786; IS 1948; IS 2062; IS 2189; IS 2190; IS 3312; IS 4923; IS 7452; IS 7809; IS 8112; IS 13713; IS 14246; IS 14443; IS 15683; IS 21016
TenderDocument ,Unclassified,,,0,,Not checked,Other,Not extractable,https://newmangaloreport.gov.in/sites/default/files/2026-09/TenderDocument%20,
1787288208.pdf,Electrical cables and wiring,IS 164; IS 277; IS 325; IS 374; IS 456; IS 636; IS 694; IS 732; IS 733; IS 780; IS 816; IS 817 (Part I); IS 884; IS 900; IS 904; IS 933; IS 1161; IS 1180; IS 1239; IS 1239 (Part I); IS 1255; IS 1258; IS 1285; IS 1293; IS 1489 (Part 1); IS 1520; IS 1538; IS 1554; IS 1646; IS 1648; IS 1651; IS 1786; IS 1852; IS 1885; IS 1893; IS 1913; IS 2026; IS 2046; IS 2062; IS 2071; IS 2099; IS 2190; IS 2202 (Part I); IS 2217; IS 2309; IS 2470; IS 2490; IS 2502; IS 2551; IS 2553; IS 2629; IS 2705; IS 2835; IS 2878; IS 3043; IS 3346; IS 3480; IS 3564; IS 3589; IS 3614; IS 3614 (Part II); IS 3837; IS 3844; IS 3861; IS 4000; IS 4029; IS 4146; IS 4326; IS 4351; IS 4615; IS 4648; IS 4733; IS 4764; IS 4923; IS 4926; IS 4984; IS 4985; IS 5132; IS 5133; IS 5216; IS 5290; IS 5312; IS 5329; IS 5424; IS 5578; IS 5600; IS 5611; IS 6279; IS 6280; IS 6315; IS 6441; IS 6908; IS 7022; IS 7098; IS 7098 (Part II); IS 7205; IS 7215; IS 7232; IS 7269; IS 7273; IS 7293; IS 7538; IS 7784; IS 7816; IS 7969; IS 8130; IS 8183; IS 8225; IS 8413; IS 8623; IS 8828; IS 9110; IS 9213; IS 9457; IS 9537; IS 9583; IS 9595; IS 9759; IS 10028 (Part II); IS 10037; IS 10261; IS 10262; IS 10322; IS 10552; IS 10810; IS 11171; IS 12349; IS 12640; IS 13095; IS 13311; IS 13920; IS 13947; IS 14286; IS 14687; IS 14856; IS 16074; IS 16098; IS 16170; IS 16231 (Part 3); IS 60947 (Part I); IS 61701; IS 62305; IS 69947,,143,,Not checked,Text PDF,Multi-scope,https://moef.gov.in/storage/tender/1787288208.pdf,
