IS Number,Full Title,Year,Status,Replaced By,Supersedes,Product Family,Priority,Source Link,IS Base,Cited As,Collected From,Department Id,Committee Id
IS 3202:1965,Code Of Practice For Climate Proofing Of Electrical Equipment,,Withdrawn,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 3202,IS 3202,BIS searchKnowStandards,65,236
IS 6792:2023,Insulating liquids - Determination of the breakdown voltage at power frequency - Test method,2023.0,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 6792,IS 6792,BIS searchKnowStandards,65,238
IS 15622:2017,Pressed Ceramic Tiles - Specification (First Revision) Amendment - 2,2017.0,Superseded,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 15622,IS 15622,BIS searchKnowStandards,63,193
IS 2544:1973,Porcelain post insulators for systems with nominal voltage greater than 1000 V olts,,Withdrawn,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 2544,IS 2544,BIS searchKnowStandards,65,240
IS 3370 (Part 1):2021,Concrete Structures for Retaining Aqueous Liquids - Code of Practice : Part 1 General Requirements (Second Revision),2021.0,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 3370,IS 3370,BIS searchKnowStandards,63,190
IS 9523 : 2000,"Ductile iron fittings for pressure pipes for water, gas and sewage - Specification (First Revision) Amendment - 7",2000.0,Superseded,UNKNOWN,UNKNOWN,MTD — Metallurgical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 9523,IS 9523,BIS searchKnowStandards,70,29
IS 374:2019,Specification for electric ceiling type fans and regulators (Third Revision),2019.0,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 374,IS 374,BIS searchKnowStandards,65,265
IS 814:2004,Covered electrodes for manual metal arc welding of carbon and carbon manganese steel - Specification (Sixth Revision),2004.0,Current,UNKNOWN,UNKNOWN,MTD — Metallurgical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 814,IS 814,BIS searchKnowStandards,70,34
IS 13703 (Part 4):1993,Specification for low - Voltage fuses for voltages not exceeding 1000 v ac or 1500 v dc: Part 4 supplementary requirements for fuse links for the protection of semiconductor devices,1993.0,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 13703,IS 13703,BIS searchKnowStandards,65,271
IS 2071 (Part 1):2016,High - Voltage test techniques: Part 1 general definitions and test requirements (Third Revision),2016.0,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 2071,IS 2071,BIS searchKnowStandards,65,253
IS 1913 (Part 1):1978,General and safety requirements for luminaires: Part 1 Tubular fluorescent lamps,,Withdrawn,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1913,IS 1913,BIS searchKnowStandards,65,258
IS 1778:1980,Specification for reels and drums for bare conductors (First Revision),1981.0,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1778,IS 1778,BIS searchKnowStandards,65,270
IS 100:1950,"Oil Paste for Paints for General Purposes, Black",,Withdrawn,UNKNOWN,UNKNOWN,CHD — Chemical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 100,IS 100,BIS searchKnowStandards,62,181
IS 10028 (Part 1):1985,"Code of practice for selection, installation and maintenance of transformers: Part 1 selection",1986.0,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 10028,IS 10028,BIS searchKnowStandards,65,250
IS 5382:2018,"Rubber seals - Joint rings for water supply, drainage and sewerage pipelines - Specification for materials (Second Revision)",2018.0,Current,UNKNOWN,UNKNOWN,"PCD — Petroleum, Coal And Related Products Department",Collected,https://standards.bis.gov.in/website/know-your-standards,IS 5382,IS 5382,BIS searchKnowStandards,69,53
IS 7205:1974,Safety Code for Erection of Structural Steel Work,1974.0,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 7205,IS 7205,BIS searchKnowStandards,63,195
IS 5133 (Part 1):1969,Boxes for enclosure of the electrical accessories:Part 1 Steel and cast iron boxes,,Withdrawn,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 5133,IS 5133,BIS searchKnowStandards,65,248
IS 3842 (Part 1):1967,Application guide for electrical relays for AC systems: Part i overcurrent relays for feeders and transformers,1967.0,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 3842,IS 3842,BIS searchKnowStandards,65,268
IS 1285:2002,Wrought aluminium and aluminium alloys - Extruded round tube and hollow sections for general engineering purposes - Specification (Third Revision),2002.0,Withdrawn,UNKNOWN,UNKNOWN,MTD — Metallurgical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1285,IS 1285,BIS searchKnowStandards,70,30
IS 2190:2024,"Selection, Installation and Maintenance of First-aid Fire Extinguishers - Portable and Mobile - Code of Practice (fifth revision)",2024.0,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 2190,IS 2190,BIS searchKnowStandards,63,202
IS 5312 (Part 1):2004,Swing check type reflux (non-return) valves for water works purposes - Specification:  Part 1 Single door pattern (second revision),2004.0,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 5312,IS 5312,BIS searchKnowStandards,63,191
IS 2074:2023,Ready Mixed Paint Air Drying Red Oxide Zinc Chrome Priming -Specification (Fourth Revision),2023.0,Current,UNKNOWN,UNKNOWN,CHD — Chemical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 2074,IS 2074,BIS searchKnowStandards,62,181
IS 1521:1972,Method for tensile testing of steel wire,,Withdrawn,UNKNOWN,UNKNOWN,MTD — Metallurgical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1521,IS 1521,BIS searchKnowStandards,70,26
IS 733:2025,"Wrought Aluminium and  Aluminium Alloy Bars, Rods, Sections, Extruded Tube,  Hollow Sections  and Profiles for  General Engineering Purposes ― Specification (Fourth Revision)",2025.0,Current,UNKNOWN,UNKNOWN,MTD — Metallurgical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 733,IS 733,BIS searchKnowStandards,70,30
IS 11149:2024,Rubber Gaskets - Specification,2024.0,Current,UNKNOWN,UNKNOWN,MED — Mechanical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 11149,IS 11149,BIS searchKnowStandards,68,8
IS 3025 (Part 10):2023,Methods of Sampling and Test Physical and Chemical for Water and Wastewater Part 10 Turbidity  Second Revision,2023.0,Current,UNKNOWN,UNKNOWN,CHD — Chemical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 3025,IS 3025,BIS searchKnowStandards,62,351
IS 1520:1980,"Horizontal centrifugal pumps for clear, cold, fresh water",,Withdrawn,UNKNOWN,UNKNOWN,MED — Mechanical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1520,IS 1520,BIS searchKnowStandards,68,299
IS 5039:1983,Specification for distribution pillars for voltages not exceeding 1000 V AC and 1200 V DC (First Revision),1983.0,Withdrawn,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 5039,IS 5039,BIS searchKnowStandards,65,241
IS 12063:1987,Classification of Degrees of Protection Provided by Enclosures of Electrical Equipment,,Withdrawn,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 12063,IS 12063,BIS searchKnowStandards,65,236
IS 14846:2000,Sluice valve for water works purposes (50 To 1200 mm size) - Specification,2000.0,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 14846,IS 14846,BIS searchKnowStandards,63,191
IS 781:1984,Specification for cast copper alloy screw down bib taps and stop valves for water services (Third Revision),1985.0,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 781,IS 781,BIS searchKnowStandards,63,191
IS 8183:2024,Bonded mineral wool - Specification (Second Revision),2024.0,Superseded,UNKNOWN,UNKNOWN,CHD — Chemical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 8183,IS 8183,BIS searchKnowStandards,62,186
IS 4615:1968,Switch Socket Outlets (non-interlocking Type),,Withdrawn,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 4615,IS 4615,BIS searchKnowStandards,65,248
IS 2312:1967,Specification for propeller type AC ventilating fans (First Revision),1967.0,Current,UNKNOWN,UNKNOWN,ETD — Electrotechnical Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 2312,IS 2312,BIS searchKnowStandards,65,265
IS 455:2015,Portland slag cement - Specification (fifth revision),2015.0,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 455,IS 455,BIS searchKnowStandards,63,190
IS 3989:2024,"CENTRIFUGALLY CAST (SPUN) IRON SPIGOT AND SOCKET PIPES, FITTINGS AND ACCESSORIES ï¿½ SPECIFICATION (Fourth Revision)",2024.0,Current,UNKNOWN,UNKNOWN,MTD — Metallurgical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 3989,IS 3989,BIS searchKnowStandards,70,29
IS 1868:1996,Anodic coatings on aluminium and its alloys - Specification (Third Revision),1996.0,Current,UNKNOWN,UNKNOWN,MTD — Metallurgical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1868,IS 1868,BIS searchKnowStandards,70,111
IS 6639:1972,Specification for hexagon bolts for steel structures,,Current,UNKNOWN,UNKNOWN,PGD — Production And General Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 6639,IS 6639,BIS searchKnowStandards,74,320
IS 806:1968,Code of Practice for Use of Steel Tubes in General Building Construction (First Revision),1968.0,Current,UNKNOWN,UNKNOWN,CED — Civil Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 806,IS 806,BIS searchKnowStandards,63,195
IS 1182:1983,Recommended - Practice for radiographic examination of fusion welded butt joints in steel plates (Second Revision),1983.0,Current,UNKNOWN,UNKNOWN,MTD — Metallurgical Engineering Department,Collected,https://standards.bis.gov.in/website/know-your-standards,IS 1182,IS 1182,BIS searchKnowStandards,70,41
